# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:06
# parameter: seed = 69
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      10.026,     2,  Arrival,before,   1,   0,   0,   1,   0
      10.026,     2,  Arrival, after,   2,   1,   0,   1,   0
      21.589,     3,Finish(1),before,   1,   1,   0,   1,   0
      21.589,     3,Finish(1), after,   3,   0,   0,   1,   1
      23.274,     4,  Arrival,before,   2,   0,   0,   1,   1
      23.274,     4,  Arrival, after,   3,   1,   0,   1,   1
      33.415,     6,Finish(1),before,   2,   1,   0,   1,   1
      33.415,     6,Finish(1), after,   3,   0,   1,   1,   1
      59.046,     8,Finish(1),before,   2,   0,   1,   1,   1
      59.046,     8,Finish(1), after,   2,   0,   2,   0,   1
      88.953,     5,Finish(2),before,   1,   0,   2,   0,   1
      88.953,     5,Finish(2), after,   2,   0,   1,   0,   1
      95.042,     7,  Arrival,before,   1,   0,   1,   0,   1
      95.042,     7,  Arrival, after,   3,   0,   1,   1,   1
     107.006,    11,Finish(1),before,   2,   0,   1,   1,   1
     107.006,    11,Finish(1), after,   2,   0,   2,   0,   1
     152.110,    10,  Arrival,before,   1,   0,   2,   0,   1
     152.110,    10,  Arrival, after,   3,   0,   2,   1,   1
     174.549,    13,Finish(1),before,   2,   0,   2,   1,   1
     174.549,    13,Finish(1), after,   2,   0,   3,   0,   1
     200.478,     9,Finish(2),before,   1,   0,   3,   0,   1
     200.478,     9,Finish(2), after,   2,   0,   2,   0,   1
     232.362,    14,Finish(2),before,   1,   0,   2,   0,   1
     232.362,    14,Finish(2), after,   2,   0,   1,   0,   1
     330.174,    12,  Arrival,before,   1,   0,   1,   0,   1
     330.174,    12,  Arrival, after,   3,   0,   1,   1,   1
     354.673,    17,Finish(1),before,   2,   0,   1,   1,   1
     354.673,    17,Finish(1), after,   2,   0,   2,   0,   1
     415.561,    16,  Arrival,before,   1,   0,   2,   0,   1
     415.561,    16,  Arrival, after,   3,   0,   2,   1,   1
     444.111,    19,Finish(1),before,   2,   0,   2,   1,   1
