# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:01
# parameter: seed = 36
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      14.125,     2,  Arrival,before,   1,   0,   0,   1,   0
      14.125,     2,  Arrival, after,   2,   1,   0,   1,   0
      15.662,     3,Finish(1),before,   1,   1,   0,   1,   0
      15.662,     3,Finish(1), after,   3,   0,   0,   1,   1
      16.057,     4,  Arrival,before,   2,   0,   0,   1,   1
      16.057,     4,  Arrival, after,   3,   1,   0,   1,   1
      44.453,     6,Finish(1),before,   2,   1,   0,   1,   1
      44.453,     6,Finish(1), after,   3,   0,   1,   1,   1
      47.359,     7,  Arrival,before,   2,   0,   1,   1,   1
      47.359,     7,  Arrival, after,   3,   1,   1,   1,   1
      71.744,     8,Finish(1),before,   2,   1,   1,   1,   1
      71.744,     8,Finish(1), after,   3,   0,   2,   1,   1
     102.722,     5,Finish(2),before,   2,   0,   2,   1,   1
     102.722,     5,Finish(2), after,   3,   0,   1,   1,   1
     104.193,    10,Finish(1),before,   2,   0,   1,   1,   1
     104.193,    10,Finish(1), after,   2,   0,   2,   0,   1
     177.250,     9,  Arrival,before,   1,   0,   2,   0,   1
     177.250,     9,  Arrival, after,   3,   0,   2,   1,   1
     182.973,    11,Finish(2),before,   2,   0,   2,   1,   1
     182.973,    11,Finish(2), after,   3,   0,   1,   1,   1
     220.046,    13,Finish(1),before,   2,   0,   1,   1,   1
     220.046,    13,Finish(1), after,   2,   0,   2,   0,   1
     234.177,    14,Finish(2),before,   1,   0,   2,   0,   1
     234.177,    14,Finish(2), after,   2,   0,   1,   0,   1
     251.573,    12,  Arrival,before,   1,   0,   1,   0,   1
     251.573,    12,  Arrival, after,   3,   0,   1,   1,   1
     255.340,    15,Finish(2),before,   2,   0,   1,   1,   1
     255.340,    15,Finish(2), after,   3,   0,   0,   1,   1
     270.065,    17,Finish(1),before,   2,   0,   0,   1,   1
     270.065,    17,Finish(1), after,   2,   0,   1,   0,   1
     311.695,    16,  Arrival,before,   1,   0,   1,   0,   1
