# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:08
# parameter: seed = 84
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      20.602,     3,Finish(1),before,   1,   0,   0,   1,   0
      20.602,     3,Finish(1), after,   2,   0,   0,   0,   1
      24.735,     4,Finish(2),before,   1,   0,   0,   0,   1
      24.735,     4,Finish(2), after,   1,   0,   0,   0,   0
     139.817,     2,  Arrival,before,   0,   0,   0,   0,   0
     139.817,     2,  Arrival, after,   2,   0,   0,   1,   0
     159.616,     6,Finish(1),before,   1,   0,   0,   1,   0
     159.616,     6,Finish(1), after,   2,   0,   0,   0,   1
     176.807,     5,  Arrival,before,   1,   0,   0,   0,   1
     176.807,     5,  Arrival, after,   3,   0,   0,   1,   1
     187.280,     8,  Arrival,before,   2,   0,   0,   1,   1
     187.280,     8,  Arrival, after,   3,   1,   0,   1,   1
     201.884,    10,  Arrival,before,   2,   1,   0,   1,   1
     201.884,    10,  Arrival, after,   3,   2,   0,   1,   1
     210.464,     9,Finish(1),before,   2,   2,   0,   1,   1
     210.464,     9,Finish(1), after,   3,   1,   1,   1,   1
     232.912,    12,Finish(1),before,   2,   1,   1,   1,   1
     232.912,    12,Finish(1), after,   3,   0,   2,   1,   1
     235.185,     7,Finish(2),before,   2,   0,   2,   1,   1
     235.185,     7,Finish(2), after,   3,   0,   1,   1,   1
     235.938,    14,Finish(2),before,   2,   0,   1,   1,   1
     235.938,    14,Finish(2), after,   3,   0,   0,   1,   1
     242.703,    15,Finish(2),before,   2,   0,   0,   1,   1
     242.703,    15,Finish(2), after,   2,   0,   0,   1,   0
     255.382,    13,Finish(1),before,   1,   0,   0,   1,   0
     255.382,    13,Finish(1), after,   2,   0,   0,   0,   1
     263.722,    16,Finish(2),before,   1,   0,   0,   0,   1
     263.722,    16,Finish(2), after,   1,   0,   0,   0,   0
     266.790,    11,  Arrival,before,   0,   0,   0,   0,   0
     266.790,    11,  Arrival, after,   2,   0,   0,   1,   0
     299.667,    18,Finish(1),before,   1,   0,   0,   1,   0
