# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:02
# parameter: seed = 39
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      25.241,     3,Finish(1),before,   1,   0,   0,   1,   0
      25.241,     3,Finish(1), after,   2,   0,   0,   0,   1
     100.498,     2,  Arrival,before,   1,   0,   0,   0,   1
     100.498,     2,  Arrival, after,   3,   0,   0,   1,   1
     111.587,     5,  Arrival,before,   2,   0,   0,   1,   1
     111.587,     5,  Arrival, after,   3,   1,   0,   1,   1
     120.255,     6,Finish(1),before,   2,   1,   0,   1,   1
     120.255,     6,Finish(1), after,   3,   0,   1,   1,   1
     125.375,     7,  Arrival,before,   2,   0,   1,   1,   1
     125.375,     7,  Arrival, after,   3,   1,   1,   1,   1
     145.685,     8,Finish(1),before,   2,   1,   1,   1,   1
     145.685,     8,Finish(1), after,   3,   0,   2,   1,   1
     152.380,     9,  Arrival,before,   2,   0,   2,   1,   1
     152.380,     9,  Arrival, after,   3,   1,   2,   1,   1
     160.928,    10,Finish(1),before,   2,   1,   2,   1,   1
     160.928,    10,Finish(1), after,   3,   0,   3,   1,   1
     172.740,    11,  Arrival,before,   2,   0,   3,   1,   1
     172.740,    11,  Arrival, after,   3,   1,   3,   1,   1
     173.481,    12,Finish(1),before,   2,   1,   3,   1,   1
     173.481,    12,Finish(1), after,   2,   1,   4,   0,   1
     178.613,     4,Finish(2),before,   1,   1,   4,   0,   1
     178.613,     4,Finish(2), after,   3,   0,   3,   1,   1
     196.688,    15,Finish(1),before,   2,   0,   3,   1,   1
     196.688,    15,Finish(1), after,   2,   0,   4,   0,   1
     218.571,    14,Finish(2),before,   1,   0,   4,   0,   1
     218.571,    14,Finish(2), after,   2,   0,   3,   0,   1
     221.774,    13,  Arrival,before,   1,   0,   3,   0,   1
     221.774,    13,  Arrival, after,   3,   0,   3,   1,   1
     224.147,    17,  Arrival,before,   2,   0,   3,   1,   1
     224.147,    17,  Arrival, after,   3,   1,   3,   1,   1
     252.712,    18,Finish(1),before,   2,   1,   3,   1,   1
