# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:40:57
# parameter: seed = 8
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      15.627,     3,Finish(1),before,   1,   0,   0,   1,   0
      15.627,     3,Finish(1), after,   2,   0,   0,   0,   1
      32.398,     2,  Arrival,before,   1,   0,   0,   0,   1
      32.398,     2,  Arrival, after,   3,   0,   0,   1,   1
      57.652,     6,Finish(1),before,   2,   0,   0,   1,   1
      57.652,     6,Finish(1), after,   2,   0,   1,   0,   1
      59.990,     4,Finish(2),before,   1,   0,   1,   0,   1
      59.990,     4,Finish(2), after,   2,   0,   0,   0,   1
      62.304,     5,  Arrival,before,   1,   0,   0,   0,   1
      62.304,     5,  Arrival, after,   3,   0,   0,   1,   1
      85.655,     9,Finish(1),before,   2,   0,   0,   1,   1
      85.655,     9,Finish(1), after,   2,   0,   1,   0,   1
      88.824,     8,  Arrival,before,   1,   0,   1,   0,   1
      88.824,     8,  Arrival, after,   3,   0,   1,   1,   1
      91.858,     7,Finish(2),before,   2,   0,   1,   1,   1
      91.858,     7,Finish(2), after,   3,   0,   0,   1,   1
     107.306,    11,Finish(1),before,   2,   0,   0,   1,   1
     107.306,    11,Finish(1), after,   2,   0,   1,   0,   1
     144.908,    12,Finish(2),before,   1,   0,   1,   0,   1
     144.908,    12,Finish(2), after,   2,   0,   0,   0,   1
     191.846,    10,  Arrival,before,   1,   0,   0,   0,   1
     191.846,    10,  Arrival, after,   3,   0,   0,   1,   1
     210.972,    15,Finish(1),before,   2,   0,   0,   1,   1
     210.972,    15,Finish(1), after,   2,   0,   1,   0,   1
     225.672,    13,Finish(2),before,   1,   0,   1,   0,   1
     225.672,    13,Finish(2), after,   2,   0,   0,   0,   1
     239.975,    14,  Arrival,before,   1,   0,   0,   0,   1
     239.975,    14,  Arrival, after,   3,   0,   0,   1,   1
     241.487,    16,Finish(2),before,   2,   0,   0,   1,   1
     241.487,    16,Finish(2), after,   2,   0,   0,   1,   0
     250.276,    18,Finish(1),before,   1,   0,   0,   1,   0
