# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:07
# parameter: seed = 77
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      13.994,     3,Finish(1),before,   1,   0,   0,   1,   0
      13.994,     3,Finish(1), after,   2,   0,   0,   0,   1
      22.790,     4,Finish(2),before,   1,   0,   0,   0,   1
      22.790,     4,Finish(2), after,   1,   0,   0,   0,   0
      23.913,     2,  Arrival,before,   0,   0,   0,   0,   0
      23.913,     2,  Arrival, after,   2,   0,   0,   1,   0
      45.492,     6,Finish(1),before,   1,   0,   0,   1,   0
      45.492,     6,Finish(1), after,   2,   0,   0,   0,   1
     103.800,     5,  Arrival,before,   1,   0,   0,   0,   1
     103.800,     5,  Arrival, after,   3,   0,   0,   1,   1
     127.116,     9,Finish(1),before,   2,   0,   0,   1,   1
     127.116,     9,Finish(1), after,   2,   0,   1,   0,   1
     154.497,     7,Finish(2),before,   1,   0,   1,   0,   1
     154.497,     7,Finish(2), after,   2,   0,   0,   0,   1
     175.063,     8,  Arrival,before,   1,   0,   0,   0,   1
     175.063,     8,  Arrival, after,   3,   0,   0,   1,   1
     177.378,    11,  Arrival,before,   2,   0,   0,   1,   1
     177.378,    11,  Arrival, after,   3,   1,   0,   1,   1
     202.520,    12,Finish(1),before,   2,   1,   0,   1,   1
     202.520,    12,Finish(1), after,   3,   0,   1,   1,   1
     223.390,    13,  Arrival,before,   2,   0,   1,   1,   1
     223.390,    13,  Arrival, after,   3,   1,   1,   1,   1
     228.355,    14,Finish(1),before,   2,   1,   1,   1,   1
     228.355,    14,Finish(1), after,   3,   0,   2,   1,   1
     254.858,    16,Finish(1),before,   2,   0,   2,   1,   1
     254.858,    16,Finish(1), after,   2,   0,   3,   0,   1
     290.742,    15,  Arrival,before,   1,   0,   3,   0,   1
     290.742,    15,  Arrival, after,   3,   0,   3,   1,   1
     321.916,    18,Finish(1),before,   2,   0,   3,   1,   1
     321.916,    18,Finish(1), after,   2,   0,   4,   0,   1
     371.192,    10,Finish(2),before,   1,   0,   4,   0,   1
