# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:40:59
# parameter: seed = 16
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      38.654,     3,Finish(1),before,   1,   0,   0,   1,   0
      38.654,     3,Finish(1), after,   2,   0,   0,   0,   1
      51.130,     2,  Arrival,before,   1,   0,   0,   0,   1
      51.130,     2,  Arrival, after,   3,   0,   0,   1,   1
      78.896,     6,Finish(1),before,   2,   0,   0,   1,   1
      78.896,     6,Finish(1), after,   2,   0,   1,   0,   1
      95.392,     5,  Arrival,before,   1,   0,   1,   0,   1
      95.392,     5,  Arrival, after,   3,   0,   1,   1,   1
     101.165,     8,Finish(1),before,   2,   0,   1,   1,   1
     101.165,     8,Finish(1), after,   2,   0,   2,   0,   1
     113.817,     7,  Arrival,before,   1,   0,   2,   0,   1
     113.817,     7,  Arrival, after,   3,   0,   2,   1,   1
     137.178,    10,Finish(1),before,   2,   0,   2,   1,   1
     137.178,    10,Finish(1), after,   2,   0,   3,   0,   1
     143.861,     9,  Arrival,before,   1,   0,   3,   0,   1
     143.861,     9,  Arrival, after,   3,   0,   3,   1,   1
     162.220,    12,Finish(1),before,   2,   0,   3,   1,   1
     162.220,    12,Finish(1), after,   2,   0,   4,   0,   1
     289.989,    11,  Arrival,before,   1,   0,   4,   0,   1
     289.989,    11,  Arrival, after,   2,   1,   4,   0,   1
     313.992,    13,  Arrival,before,   1,   1,   4,   0,   1
     313.992,    13,  Arrival, after,   2,   2,   4,   0,   1
     352.936,    14,  Arrival,before,   1,   2,   4,   0,   1
     352.936,    14,  Arrival, after,   2,   3,   4,   0,   1
     400.224,     4,Finish(2),before,   1,   3,   4,   0,   1
     400.224,     4,Finish(2), after,   3,   2,   3,   1,   1
     418.338,    17,Finish(1),before,   2,   2,   3,   1,   1
     418.338,    17,Finish(1), after,   2,   2,   4,   0,   1
     457.849,    16,Finish(2),before,   1,   2,   4,   0,   1
     457.849,    16,Finish(2), after,   3,   1,   3,   1,   1
     478.532,    19,Finish(1),before,   2,   1,   3,   1,   1
