# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:40:59
# parameter: seed = 18
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      16.038,     2,  Arrival,before,   1,   0,   0,   1,   0
      16.038,     2,  Arrival, after,   2,   1,   0,   1,   0
      16.995,     3,Finish(1),before,   1,   1,   0,   1,   0
      16.995,     3,Finish(1), after,   3,   0,   0,   1,   1
      49.218,     6,Finish(1),before,   2,   0,   0,   1,   1
      49.218,     6,Finish(1), after,   2,   0,   1,   0,   1
      76.858,     4,  Arrival,before,   1,   0,   1,   0,   1
      76.858,     4,  Arrival, after,   3,   0,   1,   1,   1
      84.510,     5,Finish(2),before,   2,   0,   1,   1,   1
      84.510,     5,Finish(2), after,   3,   0,   0,   1,   1
     102.910,     8,Finish(1),before,   2,   0,   0,   1,   1
     102.910,     8,Finish(1), after,   2,   0,   1,   0,   1
     152.881,     9,Finish(2),before,   1,   0,   1,   0,   1
     152.881,     9,Finish(2), after,   2,   0,   0,   0,   1
     169.607,     7,  Arrival,before,   1,   0,   0,   0,   1
     169.607,     7,  Arrival, after,   3,   0,   0,   1,   1
     189.473,    12,Finish(1),before,   2,   0,   0,   1,   1
     189.473,    12,Finish(1), after,   2,   0,   1,   0,   1
     194.385,    10,Finish(2),before,   1,   0,   1,   0,   1
     194.385,    10,Finish(2), after,   2,   0,   0,   0,   1
     210.694,    11,  Arrival,before,   1,   0,   0,   0,   1
     210.694,    11,  Arrival, after,   3,   0,   0,   1,   1
     229.357,    15,Finish(1),before,   2,   0,   0,   1,   1
     229.357,    15,Finish(1), after,   2,   0,   1,   0,   1
     229.665,    14,  Arrival,before,   1,   0,   1,   0,   1
     229.665,    14,  Arrival, after,   3,   0,   1,   1,   1
     245.799,    17,Finish(1),before,   2,   0,   1,   1,   1
     245.799,    17,Finish(1), after,   2,   0,   2,   0,   1
     255.193,    16,  Arrival,before,   1,   0,   2,   0,   1
     255.193,    16,  Arrival, after,   3,   0,   2,   1,   1
     260.970,    13,Finish(2),before,   2,   0,   2,   1,   1
