# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:08
# parameter: seed = 86
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      22.865,     3,Finish(1),before,   1,   0,   0,   1,   0
      22.865,     3,Finish(1), after,   2,   0,   0,   0,   1
      51.791,     4,Finish(2),before,   1,   0,   0,   0,   1
      51.791,     4,Finish(2), after,   1,   0,   0,   0,   0
      69.314,     2,  Arrival,before,   0,   0,   0,   0,   0
      69.314,     2,  Arrival, after,   2,   0,   0,   1,   0
      98.180,     6,Finish(1),before,   1,   0,   0,   1,   0
      98.180,     6,Finish(1), after,   2,   0,   0,   0,   1
     112.060,     7,Finish(2),before,   1,   0,   0,   0,   1
     112.060,     7,Finish(2), after,   1,   0,   0,   0,   0
     129.927,     5,  Arrival,before,   0,   0,   0,   0,   0
     129.927,     5,  Arrival, after,   2,   0,   0,   1,   0
     147.359,     9,Finish(1),before,   1,   0,   0,   1,   0
     147.359,     9,Finish(1), after,   2,   0,   0,   0,   1
     179.646,    10,Finish(2),before,   1,   0,   0,   0,   1
     179.646,    10,Finish(2), after,   1,   0,   0,   0,   0
     187.842,     8,  Arrival,before,   0,   0,   0,   0,   0
     187.842,     8,  Arrival, after,   2,   0,   0,   1,   0
     213.230,    12,Finish(1),before,   1,   0,   0,   1,   0
     213.230,    12,Finish(1), after,   2,   0,   0,   0,   1
     267.408,    11,  Arrival,before,   1,   0,   0,   0,   1
     267.408,    11,  Arrival, after,   3,   0,   0,   1,   1
     274.170,    13,Finish(2),before,   2,   0,   0,   1,   1
     274.170,    13,Finish(2), after,   2,   0,   0,   1,   0
     287.412,    15,Finish(1),before,   1,   0,   0,   1,   0
     287.412,    15,Finish(1), after,   2,   0,   0,   0,   1
     302.048,    14,  Arrival,before,   1,   0,   0,   0,   1
     302.048,    14,  Arrival, after,   3,   0,   0,   1,   1
     326.370,    18,Finish(1),before,   2,   0,   0,   1,   1
     326.370,    18,Finish(1), after,   2,   0,   1,   0,   1
     330.608,    16,Finish(2),before,   1,   0,   1,   0,   1
