# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:02
# parameter: seed = 41
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      23.233,     3,Finish(1),before,   1,   0,   0,   1,   0
      23.233,     3,Finish(1), after,   2,   0,   0,   0,   1
      26.943,     2,  Arrival,before,   1,   0,   0,   0,   1
      26.943,     2,  Arrival, after,   3,   0,   0,   1,   1
      40.854,     4,Finish(2),before,   2,   0,   0,   1,   1
      40.854,     4,Finish(2), after,   2,   0,   0,   1,   0
      45.926,     6,Finish(1),before,   1,   0,   0,   1,   0
      45.926,     6,Finish(1), after,   2,   0,   0,   0,   1
      54.551,     5,  Arrival,before,   1,   0,   0,   0,   1
      54.551,     5,  Arrival, after,   3,   0,   0,   1,   1
      63.984,     8,  Arrival,before,   2,   0,   0,   1,   1
      63.984,     8,  Arrival, after,   3,   1,   0,   1,   1
      73.155,    10,  Arrival,before,   2,   1,   0,   1,   1
      73.155,    10,  Arrival, after,   3,   2,   0,   1,   1
      75.750,     9,Finish(1),before,   2,   2,   0,   1,   1
      75.750,     9,Finish(1), after,   3,   1,   1,   1,   1
     100.082,    12,Finish(1),before,   2,   1,   1,   1,   1
     100.082,    12,Finish(1), after,   3,   0,   2,   1,   1
     118.535,    13,Finish(1),before,   2,   0,   2,   1,   1
     118.535,    13,Finish(1), after,   2,   0,   3,   0,   1
     120.365,     7,Finish(2),before,   1,   0,   3,   0,   1
     120.365,     7,Finish(2), after,   2,   0,   2,   0,   1
     138.109,    14,Finish(2),before,   1,   0,   2,   0,   1
     138.109,    14,Finish(2), after,   2,   0,   1,   0,   1
     138.796,    15,Finish(2),before,   1,   0,   1,   0,   1
     138.796,    15,Finish(2), after,   2,   0,   0,   0,   1
     152.306,    11,  Arrival,before,   1,   0,   0,   0,   1
     152.306,    11,  Arrival, after,   3,   0,   0,   1,   1
     181.202,    18,Finish(1),before,   2,   0,   0,   1,   1
     181.202,    18,Finish(1), after,   2,   0,   1,   0,   1
     182.139,    17,  Arrival,before,   1,   0,   1,   0,   1
