# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:40:58
# parameter: seed = 10
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       5.986,     2,  Arrival,before,   1,   0,   0,   1,   0
       5.986,     2,  Arrival, after,   2,   1,   0,   1,   0
       6.718,     4,  Arrival,before,   1,   1,   0,   1,   0
       6.718,     4,  Arrival, after,   2,   2,   0,   1,   0
      19.476,     3,Finish(1),before,   1,   2,   0,   1,   0
      19.476,     3,Finish(1), after,   3,   1,   0,   1,   1
      31.722,     7,Finish(1),before,   2,   1,   0,   1,   1
      31.722,     7,Finish(1), after,   3,   0,   1,   1,   1
      50.215,     8,Finish(1),before,   2,   0,   1,   1,   1
      50.215,     8,Finish(1), after,   2,   0,   2,   0,   1
     100.978,     5,  Arrival,before,   1,   0,   2,   0,   1
     100.978,     5,  Arrival, after,   3,   0,   2,   1,   1
     103.995,     6,Finish(2),before,   2,   0,   2,   1,   1
     103.995,     6,Finish(2), after,   3,   0,   1,   1,   1
     127.087,    11,Finish(2),before,   2,   0,   1,   1,   1
     127.087,    11,Finish(2), after,   3,   0,   0,   1,   1
     131.715,    10,Finish(1),before,   2,   0,   0,   1,   1
     131.715,    10,Finish(1), after,   2,   0,   1,   0,   1
     171.892,     9,  Arrival,before,   1,   0,   1,   0,   1
     171.892,     9,  Arrival, after,   3,   0,   1,   1,   1
     180.098,    13,  Arrival,before,   2,   0,   1,   1,   1
     180.098,    13,  Arrival, after,   3,   1,   1,   1,   1
     180.315,    15,  Arrival,before,   2,   1,   1,   1,   1
     180.315,    15,  Arrival, after,   3,   2,   1,   1,   1
     185.494,    12,Finish(2),before,   2,   2,   1,   1,   1
     185.494,    12,Finish(2), after,   3,   2,   0,   1,   1
     188.077,    16,  Arrival,before,   2,   2,   0,   1,   1
     188.077,    16,  Arrival, after,   3,   3,   0,   1,   1
     199.362,    14,Finish(1),before,   2,   3,   0,   1,   1
     199.362,    14,Finish(1), after,   3,   2,   1,   1,   1
     201.835,    17,Finish(2),before,   2,   2,   1,   1,   1
