# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:06
# parameter: seed = 74
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      13.273,     2,  Arrival,before,   1,   0,   0,   1,   0
      13.273,     2,  Arrival, after,   2,   1,   0,   1,   0
      18.027,     3,Finish(1),before,   1,   1,   0,   1,   0
      18.027,     3,Finish(1), after,   3,   0,   0,   1,   1
      42.659,     5,Finish(2),before,   2,   0,   0,   1,   1
      42.659,     5,Finish(2), after,   2,   0,   0,   1,   0
      49.917,     6,Finish(1),before,   1,   0,   0,   1,   0
      49.917,     6,Finish(1), after,   2,   0,   0,   0,   1
     113.943,     4,  Arrival,before,   1,   0,   0,   0,   1
     113.943,     4,  Arrival, after,   3,   0,   0,   1,   1
     133.876,     9,Finish(1),before,   2,   0,   0,   1,   1
     133.876,     9,Finish(1), after,   2,   0,   1,   0,   1
     135.152,     8,  Arrival,before,   1,   0,   1,   0,   1
     135.152,     8,  Arrival, after,   3,   0,   1,   1,   1
     164.047,    10,  Arrival,before,   2,   0,   1,   1,   1
     164.047,    10,  Arrival, after,   3,   1,   1,   1,   1
     171.311,    11,Finish(1),before,   2,   1,   1,   1,   1
     171.311,    11,Finish(1), after,   3,   0,   2,   1,   1
     196.760,    13,Finish(1),before,   2,   0,   2,   1,   1
     196.760,    13,Finish(1), after,   2,   0,   3,   0,   1
     208.486,     7,Finish(2),before,   1,   0,   3,   0,   1
     208.486,     7,Finish(2), after,   2,   0,   2,   0,   1
     325.195,    12,  Arrival,before,   1,   0,   2,   0,   1
     325.195,    12,  Arrival, after,   3,   0,   2,   1,   1
     327.813,    15,  Arrival,before,   2,   0,   2,   1,   1
     327.813,    15,  Arrival, after,   3,   1,   2,   1,   1
     330.376,    14,Finish(2),before,   2,   1,   2,   1,   1
     330.376,    14,Finish(2), after,   3,   1,   1,   1,   1
     330.661,    18,Finish(2),before,   2,   1,   1,   1,   1
     330.661,    18,Finish(2), after,   3,   1,   0,   1,   1
     350.525,    16,Finish(1),before,   2,   1,   0,   1,   1
