# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:03
# parameter: seed = 52
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      29.840,     3,Finish(1),before,   1,   0,   0,   1,   0
      29.840,     3,Finish(1), after,   2,   0,   0,   0,   1
      40.046,     2,  Arrival,before,   1,   0,   0,   0,   1
      40.046,     2,  Arrival, after,   3,   0,   0,   1,   1
      47.905,     4,Finish(2),before,   2,   0,   0,   1,   1
      47.905,     4,Finish(2), after,   2,   0,   0,   1,   0
      72.293,     6,Finish(1),before,   1,   0,   0,   1,   0
      72.293,     6,Finish(1), after,   2,   0,   0,   0,   1
      95.371,     7,Finish(2),before,   1,   0,   0,   0,   1
      95.371,     7,Finish(2), after,   1,   0,   0,   0,   0
     103.015,     5,  Arrival,before,   0,   0,   0,   0,   0
     103.015,     5,  Arrival, after,   2,   0,   0,   1,   0
     138.486,     9,Finish(1),before,   1,   0,   0,   1,   0
     138.486,     9,Finish(1), after,   2,   0,   0,   0,   1
     191.904,    10,Finish(2),before,   1,   0,   0,   0,   1
     191.904,    10,Finish(2), after,   1,   0,   0,   0,   0
     239.458,     8,  Arrival,before,   0,   0,   0,   0,   0
     239.458,     8,  Arrival, after,   2,   0,   0,   1,   0
     264.895,    12,Finish(1),before,   1,   0,   0,   1,   0
     264.895,    12,Finish(1), after,   2,   0,   0,   0,   1
     276.405,    11,  Arrival,before,   1,   0,   0,   0,   1
     276.405,    11,  Arrival, after,   3,   0,   0,   1,   1
     279.197,    14,  Arrival,before,   2,   0,   0,   1,   1
     279.197,    14,  Arrival, after,   3,   1,   0,   1,   1
     292.744,    15,Finish(1),before,   2,   1,   0,   1,   1
     292.744,    15,Finish(1), after,   3,   0,   1,   1,   1
     318.000,    16,  Arrival,before,   2,   0,   1,   1,   1
     318.000,    16,  Arrival, after,   3,   1,   1,   1,   1
     324.642,    17,Finish(1),before,   2,   1,   1,   1,   1
     324.642,    17,Finish(1), after,   3,   0,   2,   1,   1
     337.853,    13,Finish(2),before,   2,   0,   2,   1,   1
