# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:10
# parameter: seed = 99
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      24.346,     3,Finish(1),before,   1,   0,   0,   1,   0
      24.346,     3,Finish(1), after,   2,   0,   0,   0,   1
      30.895,     4,Finish(2),before,   1,   0,   0,   0,   1
      30.895,     4,Finish(2), after,   1,   0,   0,   0,   0
     237.175,     2,  Arrival,before,   0,   0,   0,   0,   0
     237.175,     2,  Arrival, after,   2,   0,   0,   1,   0
     270.968,     6,Finish(1),before,   1,   0,   0,   1,   0
     270.968,     6,Finish(1), after,   2,   0,   0,   0,   1
     332.687,     7,Finish(2),before,   1,   0,   0,   0,   1
     332.687,     7,Finish(2), after,   1,   0,   0,   0,   0
     393.840,     5,  Arrival,before,   0,   0,   0,   0,   0
     393.840,     5,  Arrival, after,   2,   0,   0,   1,   0
     412.913,     8,  Arrival,before,   1,   0,   0,   1,   0
     412.913,     8,  Arrival, after,   2,   1,   0,   1,   0
     423.317,     9,Finish(1),before,   1,   1,   0,   1,   0
     423.317,     9,Finish(1), after,   3,   0,   0,   1,   1
     441.704,    12,Finish(1),before,   2,   0,   0,   1,   1
     441.704,    12,Finish(1), after,   2,   0,   1,   0,   1
     453.373,    10,  Arrival,before,   1,   0,   1,   0,   1
     453.373,    10,  Arrival, after,   3,   0,   1,   1,   1
     470.035,    14,Finish(1),before,   2,   0,   1,   1,   1
     470.035,    14,Finish(1), after,   2,   0,   2,   0,   1
     497.708,    13,  Arrival,before,   1,   0,   2,   0,   1
     497.708,    13,  Arrival, after,   3,   0,   2,   1,   1
     503.249,    15,  Arrival,before,   2,   0,   2,   1,   1
     503.249,    15,  Arrival, after,   3,   1,   2,   1,   1
     529.317,    16,Finish(1),before,   2,   1,   2,   1,   1
     529.317,    16,Finish(1), after,   3,   0,   3,   1,   1
     541.828,    11,Finish(2),before,   2,   0,   3,   1,   1
     541.828,    11,Finish(2), after,   3,   0,   2,   1,   1
     552.950,    18,Finish(1),before,   2,   0,   2,   1,   1
