# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:10
# parameter: seed = 99
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
id,arrival_time,start_service_times,start_service_times,completion_time
1,0.0,0.0,24.345584719883714,Inf
2,237.17495194455628,237.17495194455628,270.9679682570399,Inf
3,393.8397835696198,393.8397835696198,423.31723504351976,Inf
4,412.9128703488054,423.31723504351976,541.8282037338251,Inf
5,453.37266777605663,453.37266777605663,558.9144809430767,Inf
6,497.7078995840689,497.7078995840689,580.9548567027033,Inf
7,503.24862178967305,529.3165011039367,587.2748733344799,Inf
8,716.7472108419286,716.7472108419286,741.4298991073107,Inf
9,751.2012520597559,751.2012520597559,786.5200127897854,Inf
10,765.1233236808445,786.5200127897854,947.0358181861566,Inf
11,780.3932251426294,817.6228000654924,1046.1167280428228,Inf
12,792.4257420389994,838.2705958173742,1472.7959230596862,Inf
13,827.5454506562045,867.6794687849649,1503.3988414938347,Inf
14,842.8247765589856,947.0358181861566,1554.721380796042,Inf
15,895.2786126603326,1046.1167280428228,1558.4012589634906,Inf
16,998.2784828724389,1472.7959230596862,1588.518263112738,Inf
17,1172.958297948028,1503.3988414938347,1624.8456775860384,Inf
18,1237.05351886235,1554.721380796042,1661.7018826218107,Inf
19,1312.7507221112612,1581.1015956617928,1751.0345246002803,Inf
20,1333.651198608457,1608.5206452619148,1908.9552934827748,Inf
21,1422.7710382688385,1648.0393208902267,1949.8582304542354,Inf
22,1582.3320976131838,1673.4432596366566,1995.3285614763292,Inf
23,1726.754920198352,1751.0345246002803,1997.2605535825062,Inf
24,1747.635518552213,1908.9552934827748,2057.0796861829913,Inf
25,1834.9322593666216,1949.8582304542354,2087.44780747847,Inf
26,1844.9553310540261,1995.3285614763292,2120.687299901987,Inf
27,1901.6885760298474,2033.4171644747403,2185.8247606156965,Inf
28,1910.4484437977312,2059.3227711514637,2273.7119235619007,Inf
29,1913.1886657350076,2087.44780747847,2374.2320615692483,Inf
30,1959.2662827838371,2120.687299901987,2838.9364508758135,Inf
31,1990.502000495491,2185.8247606156965,2892.468628390048,Inf
32,2068.7558547193275,2273.7119235619007,2929.4063961951106,Inf
33,2131.9190545999763,2374.2320615692483,3081.001383204077,Inf
34,2213.3726807053426,2838.9364508758135,3137.6395670242814,Inf
35,2270.5284077705055,2892.468628390048,3141.1919938991714,Inf
36,2431.189944459687,2929.4063961951106,3175.1857941871085,Inf
37,2437.558865452868,3081.001383204077,3181.563094243576,Inf
38,2461.991222693864,3137.6395670242814,3184.3389557917376,Inf
39,2465.558652163942,3168.1292599326002,3283.1532145905485,Inf
40,2524.551864773852,3203.6052944063863,3305.026025293122,Inf
41,2644.5358502057697,3227.8903247571675,3338.85712782211,Inf
42,2691.96207796071,3256.281924331323,3427.0490853679335,Inf
43,2697.4517093244344,3283.1532145905485,3432.12218136105,Inf
44,2770.844192153129,3305.026025293122,3470.7238230489656,Inf
45,2867.467043712432,3338.85712782211,3747.893833425423,Inf
46,2878.9617978543233,3427.0490853679335,3909.102282728067,Inf
47,2927.811178459089,3453.226632601275,3931.1364117920425,Inf
48,3098.6119707722455,3470.7238230489656,3951.642029669288,Inf
49,3441.210004477713,3747.893833425423,4014.1073659466037,Inf
50,3554.5617499191203,3909.102282728067,4130.899039257105,Inf
51,3561.189234279367,3931.1364117920425,4243.7256276679855,Inf
52,3574.732928811857,3951.642029669288,4330.457190284967,Inf
53,3652.230055593932,4014.1073659466037,4348.579483845854,Inf
54,3663.018860551597,4130.899039257105,4541.694131694651,Inf
55,3740.032856294239,4243.7256276679855,4561.133522948137,Inf
56,3755.674305857041,4330.457190284967,4770.025101699165,Inf
57,3867.101980951133,4360.719235788705,4856.220846585607,Inf
58,3974.164030234504,4541.694131694651,5015.678109486714,Inf
59,4043.307301957913,4570.334981541147,5077.328410705984,Inf
60,4098.27332401444,4770.025101699165,5092.029475251564,Inf
61,4120.592591424303,4856.220846585607,5392.089539381125,Inf
62,4155.447441755888,5015.678109486714,5416.187327004073,Inf
63,4263.083259312994,5077.328410705984,5430.254797576001,Inf
64,4273.613019088829,5096.194796062206,5476.448586695855,Inf
65,4321.535976342232,5392.089539381125,5637.056393103012,Inf
66,4372.205547565092,5416.187327004073,5752.023216364323,Inf
67,4399.459904922592,5432.157584245275,5772.854094984087,Inf
68,4433.228823037188,5476.448586695855,5866.05245345056,Inf
69,4619.496944798889,5637.056393103012,5937.566875771164,Inf
70,4651.428186755817,5752.023216364323,5970.09770886286,Inf
71,4713.225213783847,5777.490609103941,6023.195350496743,Inf
72,4723.736051121569,5866.05245345056,6102.275143659617,Inf
73,4755.6409280651815,5937.566875771164,6121.49707907879,Inf
74,4817.734803693821,5970.09770886286,6206.607902697612,Inf
75,4853.0579258062435,6023.195350496743,6238.6798387541685,Inf
76,4884.571380693636,6102.275143659617,6391.919726947149,Inf
77,4939.317238553049,6125.505195500146,6488.6892845237335,Inf
