# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:03
# parameter: seed = 48
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      21.060,     3,Finish(1),before,   1,   0,   0,   1,   0
      21.060,     3,Finish(1), after,   2,   0,   0,   0,   1
     135.900,     4,Finish(2),before,   1,   0,   0,   0,   1
     135.900,     4,Finish(2), after,   1,   0,   0,   0,   0
     197.276,     2,  Arrival,before,   0,   0,   0,   0,   0
     197.276,     2,  Arrival, after,   2,   0,   0,   1,   0
     200.745,     5,  Arrival,before,   1,   0,   0,   1,   0
     200.745,     5,  Arrival, after,   2,   1,   0,   1,   0
     220.388,     6,Finish(1),before,   1,   1,   0,   1,   0
     220.388,     6,Finish(1), after,   3,   0,   0,   1,   1
     239.964,     8,Finish(2),before,   2,   0,   0,   1,   1
     239.964,     8,Finish(2), after,   2,   0,   0,   1,   0
     245.753,     9,Finish(1),before,   1,   0,   0,   1,   0
     245.753,     9,Finish(1), after,   2,   0,   0,   0,   1
     270.476,    10,Finish(2),before,   1,   0,   0,   0,   1
     270.476,    10,Finish(2), after,   1,   0,   0,   0,   0
     278.608,     7,  Arrival,before,   0,   0,   0,   0,   0
     278.608,     7,  Arrival, after,   2,   0,   0,   1,   0
     309.385,    12,Finish(1),before,   1,   0,   0,   1,   0
     309.385,    12,Finish(1), after,   2,   0,   0,   0,   1
     393.780,    13,Finish(2),before,   1,   0,   0,   0,   1
     393.780,    13,Finish(2), after,   1,   0,   0,   0,   0
     412.358,    11,  Arrival,before,   0,   0,   0,   0,   0
     412.358,    11,  Arrival, after,   2,   0,   0,   1,   0
     421.075,    15,Finish(1),before,   1,   0,   0,   1,   0
     421.075,    15,Finish(1), after,   2,   0,   0,   0,   1
     532.273,    16,Finish(2),before,   1,   0,   0,   0,   1
     532.273,    16,Finish(2), after,   1,   0,   0,   0,   0
     574.924,    14,  Arrival,before,   0,   0,   0,   0,   0
     574.924,    14,  Arrival, after,   2,   0,   0,   1,   0
     594.414,    18,Finish(1),before,   1,   0,   0,   1,   0
