# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:01
# parameter: seed = 33
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       8.535,     2,  Arrival,before,   1,   0,   0,   1,   0
       8.535,     2,  Arrival, after,   2,   1,   0,   1,   0
      14.173,     3,Finish(1),before,   1,   1,   0,   1,   0
      14.173,     3,Finish(1), after,   3,   0,   0,   1,   1
      33.938,     4,  Arrival,before,   2,   0,   0,   1,   1
      33.938,     4,  Arrival, after,   3,   1,   0,   1,   1
      39.486,     7,  Arrival,before,   2,   1,   0,   1,   1
      39.486,     7,  Arrival, after,   3,   2,   0,   1,   1
      41.035,     6,Finish(1),before,   2,   2,   0,   1,   1
      41.035,     6,Finish(1), after,   3,   1,   1,   1,   1
      41.266,     5,Finish(2),before,   2,   1,   1,   1,   1
      41.266,     5,Finish(2), after,   3,   1,   0,   1,   1
      50.265,     8,  Arrival,before,   2,   1,   0,   1,   1
      50.265,     8,  Arrival, after,   3,   2,   0,   1,   1
      57.690,    10,Finish(2),before,   2,   2,   0,   1,   1
      57.690,    10,Finish(2), after,   2,   2,   0,   1,   0
      70.057,     9,Finish(1),before,   1,   2,   0,   1,   0
      70.057,     9,Finish(1), after,   3,   1,   0,   1,   1
      74.123,    12,Finish(2),before,   2,   1,   0,   1,   1
      74.123,    12,Finish(2), after,   2,   1,   0,   1,   0
      87.856,    11,  Arrival,before,   1,   1,   0,   1,   0
      87.856,    11,  Arrival, after,   2,   2,   0,   1,   0
     100.756,    14,  Arrival,before,   1,   2,   0,   1,   0
     100.756,    14,  Arrival, after,   2,   3,   0,   1,   0
     109.386,    13,Finish(1),before,   1,   3,   0,   1,   0
     109.386,    13,Finish(1), after,   3,   2,   0,   1,   1
     134.634,    16,Finish(2),before,   2,   2,   0,   1,   1
     134.634,    16,Finish(2), after,   2,   2,   0,   1,   0
     136.831,    15,  Arrival,before,   1,   2,   0,   1,   0
     136.831,    15,  Arrival, after,   2,   3,   0,   1,   0
     138.184,    17,Finish(1),before,   1,   3,   0,   1,   0
