# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:01
# parameter: seed = 32
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      32.780,     3,Finish(1),before,   1,   0,   0,   1,   0
      32.780,     3,Finish(1), after,   2,   0,   0,   0,   1
     104.519,     2,  Arrival,before,   1,   0,   0,   0,   1
     104.519,     2,  Arrival, after,   3,   0,   0,   1,   1
     120.920,     6,Finish(1),before,   2,   0,   0,   1,   1
     120.920,     6,Finish(1), after,   2,   0,   1,   0,   1
     134.355,     5,  Arrival,before,   1,   0,   1,   0,   1
     134.355,     5,  Arrival, after,   3,   0,   1,   1,   1
     143.571,     7,  Arrival,before,   2,   0,   1,   1,   1
     143.571,     7,  Arrival, after,   3,   1,   1,   1,   1
     160.048,     8,Finish(1),before,   2,   1,   1,   1,   1
     160.048,     8,Finish(1), after,   3,   0,   2,   1,   1
     162.934,     9,  Arrival,before,   2,   0,   2,   1,   1
     162.934,     9,  Arrival, after,   3,   1,   2,   1,   1
     164.007,    11,  Arrival,before,   2,   1,   2,   1,   1
     164.007,    11,  Arrival, after,   3,   2,   2,   1,   1
     176.328,    10,Finish(1),before,   2,   2,   2,   1,   1
     176.328,    10,Finish(1), after,   3,   1,   3,   1,   1
     195.074,    13,Finish(1),before,   2,   1,   3,   1,   1
     195.074,    13,Finish(1), after,   2,   1,   4,   0,   1
     196.423,     4,Finish(2),before,   1,   1,   4,   0,   1
     196.423,     4,Finish(2), after,   3,   0,   3,   1,   1
     207.406,    14,Finish(2),before,   2,   0,   3,   1,   1
     207.406,    14,Finish(2), after,   3,   0,   2,   1,   1
     218.553,    15,Finish(1),before,   2,   0,   2,   1,   1
     218.553,    15,Finish(1), after,   2,   0,   3,   0,   1
     248.568,    16,Finish(2),before,   1,   0,   3,   0,   1
     248.568,    16,Finish(2), after,   2,   0,   2,   0,   1
     254.967,    12,  Arrival,before,   1,   0,   2,   0,   1
     254.967,    12,  Arrival, after,   3,   0,   2,   1,   1
     274.805,    19,Finish(1),before,   2,   0,   2,   1,   1
