# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:40:57
# parameter: seed = 5
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      22.679,     3,Finish(1),before,   1,   0,   0,   1,   0
      22.679,     3,Finish(1), after,   2,   0,   0,   0,   1
      30.218,     2,  Arrival,before,   1,   0,   0,   0,   1
      30.218,     2,  Arrival, after,   3,   0,   0,   1,   1
      49.439,     5,  Arrival,before,   2,   0,   0,   1,   1
      49.439,     5,  Arrival, after,   3,   1,   0,   1,   1
      61.025,     6,Finish(1),before,   2,   1,   0,   1,   1
      61.025,     6,Finish(1), after,   3,   0,   1,   1,   1
      82.492,     8,Finish(1),before,   2,   0,   1,   1,   1
      82.492,     8,Finish(1), after,   2,   0,   2,   0,   1
     115.161,     7,  Arrival,before,   1,   0,   2,   0,   1
     115.161,     7,  Arrival, after,   3,   0,   2,   1,   1
     120.891,     9,  Arrival,before,   2,   0,   2,   1,   1
     120.891,     9,  Arrival, after,   3,   1,   2,   1,   1
     128.807,    10,Finish(1),before,   2,   1,   2,   1,   1
     128.807,    10,Finish(1), after,   3,   0,   3,   1,   1
     149.920,    12,Finish(1),before,   2,   0,   3,   1,   1
     149.920,    12,Finish(1), after,   2,   0,   4,   0,   1
     151.526,     4,Finish(2),before,   1,   0,   4,   0,   1
     151.526,     4,Finish(2), after,   2,   0,   3,   0,   1
     198.346,    13,Finish(2),before,   1,   0,   3,   0,   1
     198.346,    13,Finish(2), after,   2,   0,   2,   0,   1
     231.363,    14,Finish(2),before,   1,   0,   2,   0,   1
     231.363,    14,Finish(2), after,   2,   0,   1,   0,   1
     393.977,    15,Finish(2),before,   1,   0,   1,   0,   1
     393.977,    15,Finish(2), after,   2,   0,   0,   0,   1
     398.181,    11,  Arrival,before,   1,   0,   0,   0,   1
     398.181,    11,  Arrival, after,   3,   0,   0,   1,   1
     399.002,    16,Finish(2),before,   2,   0,   0,   1,   1
     399.002,    16,Finish(2), after,   2,   0,   0,   1,   0
     430.362,    18,Finish(1),before,   1,   0,   0,   1,   0
