# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:02
# parameter: seed = 38
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
id,arrival_time,start_service_times,start_service_times,completion_time
1,0.0,0.0,6.2138362112744545,Inf
2,0.30432636962113646,6.2138362112744545,180.7794162621879,Inf
3,96.52726185160886,96.52726185160886,203.1450089433051,Inf
4,104.84356931909801,110.18268893311814,330.5209602932533,Inf
5,130.29618608243476,130.29618608243476,344.7016405254174,Inf
6,144.09532974977498,180.7794162621879,427.90668780281726,Inf
7,189.41316903107378,203.1450089433051,451.71154417457376,Inf
8,211.05560643800237,330.5209602932533,453.93618074262196,Inf
9,247.60616447013712,354.4621698547354,678.9714266321948,Inf
10,309.05398801326953,427.90668780281726,869.5063966364096,Inf
11,338.9912071011422,451.71154417457376,1044.0491626862329,Inf
12,480.01648779358186,481.5744253830091,1117.8189716815705,Inf
13,659.3382280607705,678.9714266321948,1141.4312054104578,Inf
14,721.5715280084686,869.5063966364096,1142.2806084708252,Inf
15,875.8737112581404,1044.0491626862329,1236.3764666016782,Inf
16,901.8085734375611,1117.8189716815705,1274.8393221960187,Inf
17,946.8264753559874,1141.4312054104578,1324.3659691349428,Inf
18,1048.3062722313443,1158.6944803669592,1343.490848363271,Inf
19,1086.4217860190574,1236.3764666016782,1393.778621198429,Inf
20,1123.4326295470387,1274.8393221960187,1404.998424586159,Inf
21,1123.6004063243581,1324.3659691349428,1498.0413980324406,Inf
22,1226.0381486310914,1345.8704424538575,1538.7010224865617,Inf
23,1349.133390421191,1393.778621198429,1546.7221410672807,Inf
24,1394.110431888935,1415.4849092532963,1737.584529457112,Inf
25,1599.8312331848674,1599.8312331848674,1806.2549157586814,Inf
26,1603.598353811579,1628.7865154834142,1820.4345216559282,Inf
27,1684.8554136845073,1684.8554136845073,1826.3479835399723,Inf
28,1697.4931020060822,1737.584529457112,1872.9540455795047,Inf
29,1714.3273260225092,1806.2549157586814,2249.898115929509,Inf
30,1888.246249468192,1888.246249468192,2368.5734198920045,Inf
31,1955.199051714674,1955.199051714674,2388.551330302717,Inf
32,1968.5122180693297,1970.6924655809114,2467.2427675834124,Inf
33,2090.3997226266865,2249.898115929509,2538.2652803814785,Inf
34,2144.4388001150187,2368.5734198920045,2742.031493573218,Inf
35,2180.338818676962,2389.8022388835952,2756.1437894782166,Inf
36,2276.097260439592,2467.2427675834124,2894.447956766246,Inf
37,2327.9810600164506,2538.2652803814785,2935.198668349463,Inf
38,2343.657090976261,2742.031493573218,2944.193500799064,Inf
39,2381.7042966744457,2773.834937855936,2970.6229922236994,Inf
40,2423.0888954832876,2894.447956766246,3064.965023886985,Inf
41,2466.9488168890443,2935.198668349463,3070.8767949483167,Inf
42,2563.627637723362,2969.803868161937,3080.4889517295487,Inf
43,2627.3099558080976,2986.58855996799,3181.781236556451,Inf
44,2769.980784275326,3064.965023886985,3237.617321727937,Inf
45,2772.9700468025508,3101.9599088626483,3326.5356225162554,Inf
46,2824.1275534128213,3128.7883461863457,3536.198806771541,Inf
47,2825.436141616602,3181.781236556451,3632.9385517893134,Inf
48,2889.4660112389706,3237.617321727937,3651.152991534379,Inf
49,2935.517567770162,3326.5356225162554,3662.855387226919,Inf
50,2952.102487235935,3536.198806771541,3728.403853680428,Inf
51,3038.6130634792544,3632.9385517893134,3919.9878962917805,Inf
52,3083.960273279654,3668.5274942238807,4100.911496775014,Inf
53,3109.84969413991,3703.2272919916854,4108.785704381852,Inf
54,3165.7162146930636,3728.403853680428,4188.407484912388,Inf
55,3180.3719204033086,3919.9878962917805,4205.244966771509,Inf
56,3273.3336983396957,4100.911496775014,4247.524209117487,Inf
57,3415.8570081160165,4128.951192443306,4275.042423705024,Inf
58,3422.2229614976513,4188.407484912388,4312.940488866738,Inf
59,3479.3695911155046,4208.583498323626,4390.209548666067,Inf
60,3484.410451991461,4247.524209117487,4395.397905739614,Inf
61,3646.576617244957,4275.042423705024,4463.721351254537,Inf
62,3661.4504593951815,4312.940488866738,4467.542123170615,Inf
63,3750.414280754603,4390.209548666067,4545.919135225527,Inf
64,3758.4181723679467,4410.492823019764,4660.434238275861,Inf
65,3822.0030763815707,4463.721351254537,4669.479042000041,Inf
66,3824.7537526279466,4489.165611117997,4741.599987917946,Inf
67,3836.7529988746414,4545.919135225527,4748.214311564641,Inf
68,3907.4195666768346,4660.434238275861,4774.47245764878,Inf
69,3970.561713173202,4689.918772933542,4818.656081401582,Inf
70,4165.137591797583,4741.599987917946,4842.883728953956,Inf
71,4218.373998554349,4774.3460741672725,4862.31831654025,Inf
72,4246.895331264822,4803.246045098556,4912.487296455746,Inf
73,4324.622701904424,4830.105675986065,5011.859624337708,Inf
74,4347.042520520667,4850.57890041051,5019.004461961047,Inf
75,4412.791163610701,4877.013730757753,5048.752181805305,Inf
76,4465.234980156824,4912.487296455746,5119.91523817978,Inf
77,4537.7039738827725,5011.859624337708,5120.653916440068,Inf
78,4538.86317999703,5027.706822669626,5206.5838190912755,Inf
79,4579.77272286052,5053.2053032114,5218.1523085496565,Inf
80,4581.537511712289,5119.91523817978,5267.053183894098,Inf
81,4612.582511951809,5137.699895194334,5274.720753610407,Inf
82,4719.384413590086,5206.5838190912755,5374.921855828658,Inf
83,4751.693613430707,5231.522472939742,5412.070715169601,Inf
84,4798.463257451438,5271.376172534721,5428.256749055241,Inf
85,4800.043771158484,5294.194144153948,5466.429596652842,Inf
86,4833.185995356432,5374.921855828658,5480.7006035258555,Inf
87,4870.305491388275,5412.070715169601,5497.989313469239,Inf
88,4946.334014727157,5434.397137044928,5501.005276559404,Inf
89,4969.102607352467,5470.949981770985,5646.920869766302,Inf
90,5026.15474083419,5486.864828419861,5664.304040122864,Inf
91,5069.6590019057185,5510.303140455375,5688.880658190162,Inf
92,5162.21439697233,5532.835141729434,5714.354072736513,Inf
93,5419.906379297394,5646.920869766302,5938.402269836625,Inf
94,5725.232864465609,5725.232864465609,6009.553241641732,Inf
95,5742.439639935189,5757.631137404167,6088.30764264221,Inf
96,5813.7012960320335,5813.7012960320335,6196.805436854034,Inf
97,5903.283120636324,5938.402269836625,6213.904187390075,Inf
98,5916.983273943316,6009.553241641732,6276.742601630762,Inf
99,5942.522095303606,6088.30764264221,6277.682010375122,Inf
100,5970.139156896141,6196.805436854034,6414.2589131335335,Inf
101,6024.456778671597,6222.360472404246,6415.494983533409,Inf
102,6029.829928129071,6276.742601630762,6464.022635961865,Inf
103,6213.728402732891,6304.480837661347,6629.291457478995,Inf
104,6232.811201374307,6414.2589131335335,6686.670498846601,Inf
105,6325.66846907829,6445.558623710604,6689.315990008501,Inf
106,6544.732090668966,6544.732090668966,6745.105893397571,Inf
107,6591.191818574062,6629.291457478995,6745.466173979272,Inf
108,6676.618705198693,6686.670498846601,6764.46921827735,Inf
109,6685.567665706644,6711.325542211223,6835.200561248042,Inf
110,6706.932238952502,6745.105893397571,6840.028919951357,Inf
111,6831.179154464155,6831.179154464155,6902.851444861433,Inf
112,6927.283831090306,6927.283831090306,6999.087823660091,Inf
113,7194.580868804163,7194.580868804163,7230.517470785885,Inf
114,7423.909294683124,7423.909294683124,7453.7382557983565,Inf
115,7577.402640312268,7577.402640312268,7599.116772682652,Inf
116,7623.857706162919,7623.857706162919,7670.03252229928,Inf
117,7668.329430654065,7668.329430654065,7695.059415612562,Inf
118,7737.0522225191025,7737.0522225191025,7750.831530476558,Inf
119,7837.484293659849,7837.484293659849,7858.402807605595,Inf
120,7838.422485989168,7858.402807605595,7918.735912869319,Inf
121,7866.481730439058,7882.377773216231,7934.5218893642705,Inf
122,7871.658277944931,7905.991514621274,8013.649392362575,Inf
123,7888.518071117672,7921.632247717946,8128.171062752968,Inf
124,7928.883917702074,7934.79502250686,8342.76367255702,Inf
125,7972.592892407041,7972.592892407041,8346.077158676188,Inf
126,8015.089028823561,8015.089028823561,8647.039744922153,Inf
127,8087.395940597643,8128.171062752968,8669.56916398351,Inf
128,8125.696063249914,8342.76367255702,8670.526606894706,Inf
129,8202.334057083415,8363.871911470022,8689.588863990639,Inf
130,8242.93564007896,8647.039744922153,8705.499360170883,Inf
131,8245.428094704857,8683.177278930474,8749.066434562592,Inf
132,8280.079801379869,8708.318392161023,8768.642253211168,Inf
133,8378.69882984858,8737.06278080317,8780.8026058787,Inf
134,8463.177956466061,8753.756527364956,8884.376055445866,Inf
135,8497.98669352369,8769.173197858769,8887.253641683606,Inf
136,8587.693913583164,8793.228454619502,8959.36240843179,Inf
137,8629.519467822505,8818.925277410748,8966.008726402197,Inf
138,8641.55696665009,8884.376055445866,9002.637497435804,Inf
139,8848.956101592292,8906.77155225355,9232.092972986373,Inf
140,8862.446262328232,8959.36240843179,9244.380941949868,Inf
141,8964.138158295502,8979.073083273846,9294.391529235763,Inf
142,8974.063225537178,9002.637497435804,9327.638336306281,Inf
143,9023.635228320343,9232.092972986373,9399.218189081517,Inf
144,9078.478828642377,9246.44190462836,9559.109574039576,Inf
145,9097.065203250631,9294.391529235763,9560.069210369144,Inf
146,9103.006023897746,9327.638336306281,9595.074068412543,Inf
147,9234.202320469683,9399.218189081517,9642.581099587245,Inf
148,9300.685812021522,9559.109574039576,9665.251473350874,Inf
149,9340.390006634212,9585.22227962852,9754.767704562084,Inf
150,9431.76797560488,9606.059579644856,9758.948422201176,Inf
151,9453.406401671511,9642.581099587245,9765.95870769896,Inf
152,9457.046981716448,9665.251473350874,9825.889299794688,Inf
153,9510.28652493755,9754.767704562084,9926.58432514044,Inf
154,9512.345670812056,9782.100710963427,9936.459368881207,Inf
155,9567.24907556266,9807.605547761379,9943.78315508208,Inf
156,9624.72058161343,9837.083945047621,10007.914573447602,Inf
157,9732.543664534998,9926.58432514044,10020.08620864827,Inf
158,9812.463678838678,9958.188461872407,10051.058270421265,Inf
159,9871.137578658047,9982.604887626601,10089.928607612943,Inf
160,9954.988520887056,10007.914573447602,10206.141228294005,Inf
161,10004.924699782849,10035.599147677442,10224.673202604892,Inf
162,10054.199031810325,10062.037728976715,10292.740062990497,Inf
163,10196.888989022293,10196.888989022293,10297.836185753504,Inf
164,10399.813273547008,10399.813273547008,10424.859198886461,Inf
165,10497.700396155187,10497.700396155187,10516.351530549946,Inf
166,10499.036486874975,10516.351530549946,10585.163766612362,Inf
167,10536.165460847542,10544.346737202915,10597.011852975238,Inf
168,10547.607239036537,10568.029032164559,10635.54941807852,Inf
169,10692.785574485066,10692.785574485066,10719.807694104562,Inf
170,10710.03242156996,10719.807694104562,10753.76350131267,Inf
171,10738.86304702953,10753.76350131267,10795.883875606745,Inf
172,10759.659716212827,10795.883875606745,10886.226860746652,Inf
173,10797.190956003486,10832.650128810086,10956.708867459865,Inf
174,10813.521470499281,10863.810156770885,10979.36445222137,Inf
175,10839.263976482502,10885.108484384291,11127.544631459341,Inf
176,10928.150341836164,10928.150341836164,11144.99364057434,Inf
177,10948.594294572926,10959.453100431072,11200.023787289017,Inf
178,10957.89216426507,10995.012524399282,11229.915683306019,Inf
179,10984.722641954984,11127.544631459341,11415.107571773733,Inf
180,11093.164060067857,11150.575399334517,11461.134521190006,Inf
181,11103.795756636538,11200.023787289017,11491.609628579588,Inf
182,11154.140108766125,11229.915683306019,11561.991390328829,Inf
183,11191.693381732635,11415.107571773733,11564.35383798339,Inf
184,11200.492064378688,11461.134521190006,11586.096450717947,Inf
185,11259.716514660538,11494.107632057447,11853.395823221177,Inf
186,11298.996187246641,11561.991390328829,11920.50519310773,Inf
187,11353.95857371687,11604.492638336636,11965.730359038469,Inf
188,11382.506411297774,11636.359494472877,12041.08804722778,Inf
189,11386.778574055916,11853.395823221177,12045.10747069149,Inf
190,11570.054567058749,11920.50519310773,12096.280829635532,Inf
191,11615.654816357352,11965.730359038469,12143.84990546977,Inf
192,11645.665147329591,12041.08804722778,12209.70489501508,Inf
193,11709.419073945643,12062.546441529563,12379.080311713638,Inf
194,11803.207729756925,12096.280829635532,12437.043862147928,Inf
195,11819.145282834386,12143.84990546977,12493.036689169827,Inf
196,11976.085797225398,12209.70489501508,12578.383152938788,Inf
197,12019.058705723453,12379.080311713638,12584.395400518168,Inf
198,12069.08125599306,12437.043862147928,12600.248293367795,Inf
199,12089.338300304336,12493.036689169827,12618.464621052615,Inf
200,12155.833166825563,12578.383152938788,12640.526870330215,Inf
201,12165.225290363298,12592.856414214615,12678.904838347571,Inf
202,12219.419515691801,12615.4578881475,12684.752509987531,Inf
203,12231.251115086296,12646.45975203064,12785.149364043167,Inf
204,12285.32681653353,12674.97888586344,12845.745663855118,Inf
205,12289.904878480871,12688.984282748428,12967.037504436008,Inf
206,12313.259384034087,12718.770739523443,12988.571941471218,Inf
207,12323.99240593809,12785.149364043167,13112.63246987358,Inf
208,12380.167009976802,12845.745663855118,13139.687926827399,Inf
209,12393.911171152293,12967.037504436008,13274.906252832849,Inf
210,12431.19048462313,12995.606705883258,13374.069407779343,Inf
211,12434.544346565994,13112.63246987358,13380.9350531453,Inf
212,12517.548937269452,13139.687926827399,13392.036426335431,Inf
213,12562.836082699761,13274.906252832849,13434.913305476612,Inf
214,12688.464008618646,13374.069407779343,13479.938818112081,Inf
215,12733.48515737209,13400.146487018606,13531.350211002851,Inf
216,12796.304179669174,13425.657163793987,13541.156472532772,Inf
217,12799.168219737212,13451.891791385786,13581.90902510376,Inf
218,12822.729287097567,13479.938818112081,13646.584383179421,Inf
219,12836.229020077744,13531.350211002851,13720.665089917455,Inf
220,12863.660295919473,13561.879801104315,13732.821188153015,Inf
221,12927.460166850677,13596.168575811213,13736.803410650564,Inf
222,12940.722107085154,13646.584383179421,13816.354531465444,Inf
223,13001.83051840502,13720.665089917455,13828.28175525601,Inf
224,13034.611539803933,13743.409166482312,14000.229121061702,Inf
225,13444.271614827938,13773.975152440984,14045.179394847566,Inf
226,13460.389923057513,13816.354531465444,14143.351051163803,Inf
227,13461.357584950854,13846.380928337761,14172.82996985621,Inf
228,13475.182627273824,14000.229121061702,14184.914924288361,Inf
229,13528.276437116054,14045.179394847566,14266.354752053481,Inf
230,13564.323189610483,14143.351051163803,14270.829420227774,Inf
231,13663.749194991491,14177.660224424164,14305.275240961477,Inf
232,13730.479755107497,14204.44062554752,14410.643967509428,Inf
233,13733.675661231437,14266.354752053481,14566.726368945147,Inf
234,13769.34543421047,14295.349657134268,14608.904085629536,Inf
235,13878.92544476033,14311.746658020864,14736.350107707543,Inf
236,13957.498297499806,14410.643967509428,14762.883660706544,Inf
237,14116.176131069495,14566.726368945147,14835.428184616921,Inf
238,14201.074733014313,14608.904085629536,14926.355620378816,Inf
239,14215.747212120397,14736.350107707543,14953.190799744236,Inf
240,14344.848739578032,14770.573197272344,14980.101575750201,Inf
241,14461.035765954392,14835.428184616921,15057.734985664521,Inf
