# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:40:59
# parameter: seed = 22
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      26.190,     3,Finish(1),before,   1,   0,   0,   1,   0
      26.190,     3,Finish(1), after,   2,   0,   0,   0,   1
     161.088,     4,Finish(2),before,   1,   0,   0,   0,   1
     161.088,     4,Finish(2), after,   1,   0,   0,   0,   0
     174.310,     2,  Arrival,before,   0,   0,   0,   0,   0
     174.310,     2,  Arrival, after,   2,   0,   0,   1,   0
     188.429,     6,Finish(1),before,   1,   0,   0,   1,   0
     188.429,     6,Finish(1), after,   2,   0,   0,   0,   1
     225.131,     7,Finish(2),before,   1,   0,   0,   0,   1
     225.131,     7,Finish(2), after,   1,   0,   0,   0,   0
     331.598,     5,  Arrival,before,   0,   0,   0,   0,   0
     331.598,     5,  Arrival, after,   2,   0,   0,   1,   0
     361.588,     9,Finish(1),before,   1,   0,   0,   1,   0
     361.588,     9,Finish(1), after,   2,   0,   0,   0,   1
     411.011,     8,  Arrival,before,   1,   0,   0,   0,   1
     411.011,     8,  Arrival, after,   3,   0,   0,   1,   1
     426.425,    10,Finish(2),before,   2,   0,   0,   1,   1
     426.425,    10,Finish(2), after,   2,   0,   0,   1,   0
     435.521,    12,Finish(1),before,   1,   0,   0,   1,   0
     435.521,    12,Finish(1), after,   2,   0,   0,   0,   1
     491.476,    11,  Arrival,before,   1,   0,   0,   0,   1
     491.476,    11,  Arrival, after,   3,   0,   0,   1,   1
     513.388,    15,Finish(1),before,   2,   0,   0,   1,   1
     513.388,    15,Finish(1), after,   2,   0,   1,   0,   1
     543.568,    14,  Arrival,before,   1,   0,   1,   0,   1
     543.568,    14,  Arrival, after,   3,   0,   1,   1,   1
     565.724,    17,Finish(1),before,   2,   0,   1,   1,   1
     565.724,    17,Finish(1), after,   2,   0,   2,   0,   1
     565.834,    13,Finish(2),before,   1,   0,   2,   0,   1
     565.834,    13,Finish(2), after,   2,   0,   1,   0,   1
     583.425,    16,  Arrival,before,   1,   0,   1,   0,   1
