# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:00
# parameter: seed = 25
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      19.194,     3,Finish(1),before,   1,   0,   0,   1,   0
      19.194,     3,Finish(1), after,   2,   0,   0,   0,   1
      46.204,     4,Finish(2),before,   1,   0,   0,   0,   1
      46.204,     4,Finish(2), after,   1,   0,   0,   0,   0
     102.356,     2,  Arrival,before,   0,   0,   0,   0,   0
     102.356,     2,  Arrival, after,   2,   0,   0,   1,   0
     128.698,     6,Finish(1),before,   1,   0,   0,   1,   0
     128.698,     6,Finish(1), after,   2,   0,   0,   0,   1
     130.644,     7,Finish(2),before,   1,   0,   0,   0,   1
     130.644,     7,Finish(2), after,   1,   0,   0,   0,   0
     151.573,     5,  Arrival,before,   0,   0,   0,   0,   0
     151.573,     5,  Arrival, after,   2,   0,   0,   1,   0
     157.122,     8,  Arrival,before,   1,   0,   0,   1,   0
     157.122,     8,  Arrival, after,   2,   1,   0,   1,   0
     172.354,     9,Finish(1),before,   1,   1,   0,   1,   0
     172.354,     9,Finish(1), after,   3,   0,   0,   1,   1
     175.327,    11,Finish(2),before,   2,   0,   0,   1,   1
     175.327,    11,Finish(2), after,   2,   0,   0,   1,   0
     197.123,    12,Finish(1),before,   1,   0,   0,   1,   0
     197.123,    12,Finish(1), after,   2,   0,   0,   0,   1
     225.775,    13,Finish(2),before,   1,   0,   0,   0,   1
     225.775,    13,Finish(2), after,   1,   0,   0,   0,   0
     264.944,    10,  Arrival,before,   0,   0,   0,   0,   0
     264.944,    10,  Arrival, after,   2,   0,   0,   1,   0
     297.905,    14,  Arrival,before,   1,   0,   0,   1,   0
     297.905,    14,  Arrival, after,   2,   1,   0,   1,   0
     298.258,    15,Finish(1),before,   1,   1,   0,   1,   0
     298.258,    15,Finish(1), after,   3,   0,   0,   1,   1
     321.153,    18,Finish(1),before,   2,   0,   0,   1,   1
     321.153,    18,Finish(1), after,   2,   0,   1,   0,   1
     334.981,    17,Finish(2),before,   1,   0,   1,   0,   1
