# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:06
# parameter: seed = 68
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      15.611,     3,Finish(1),before,   1,   0,   0,   1,   0
      15.611,     3,Finish(1), after,   2,   0,   0,   0,   1
      24.592,     4,Finish(2),before,   1,   0,   0,   0,   1
      24.592,     4,Finish(2), after,   1,   0,   0,   0,   0
      79.871,     2,  Arrival,before,   0,   0,   0,   0,   0
      79.871,     2,  Arrival, after,   2,   0,   0,   1,   0
     103.305,     6,Finish(1),before,   1,   0,   0,   1,   0
     103.305,     6,Finish(1), after,   2,   0,   0,   0,   1
     107.041,     5,  Arrival,before,   1,   0,   0,   0,   1
     107.041,     5,  Arrival, after,   3,   0,   0,   1,   1
     113.685,     8,  Arrival,before,   2,   0,   0,   1,   1
     113.685,     8,  Arrival, after,   3,   1,   0,   1,   1
     141.613,     9,Finish(1),before,   2,   1,   0,   1,   1
     141.613,     9,Finish(1), after,   3,   0,   1,   1,   1
     152.883,    11,Finish(1),before,   2,   0,   1,   1,   1
     152.883,    11,Finish(1), after,   2,   0,   2,   0,   1
     185.137,    10,  Arrival,before,   1,   0,   2,   0,   1
     185.137,    10,  Arrival, after,   3,   0,   2,   1,   1
     195.507,    12,  Arrival,before,   2,   0,   2,   1,   1
     195.507,    12,  Arrival, after,   3,   1,   2,   1,   1
     209.078,     7,Finish(2),before,   2,   1,   2,   1,   1
     209.078,     7,Finish(2), after,   3,   1,   1,   1,   1
     214.708,    13,Finish(1),before,   2,   1,   1,   1,   1
     214.708,    13,Finish(1), after,   3,   0,   2,   1,   1
     224.388,    16,Finish(1),before,   2,   0,   2,   1,   1
     224.388,    16,Finish(1), after,   2,   0,   3,   0,   1
     233.608,    15,Finish(2),before,   1,   0,   3,   0,   1
     233.608,    15,Finish(2), after,   2,   0,   2,   0,   1
     294.879,    14,  Arrival,before,   1,   0,   2,   0,   1
     294.879,    14,  Arrival, after,   3,   0,   2,   1,   1
     318.490,    17,Finish(2),before,   2,   0,   2,   1,   1
