# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:08
# parameter: seed = 88
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      28.315,     2,  Arrival,before,   1,   0,   0,   1,   0
      28.315,     2,  Arrival, after,   2,   1,   0,   1,   0
      31.427,     3,Finish(1),before,   1,   1,   0,   1,   0
      31.427,     3,Finish(1), after,   3,   0,   0,   1,   1
      48.101,     6,Finish(1),before,   2,   0,   0,   1,   1
      48.101,     6,Finish(1), after,   2,   0,   1,   0,   1
      76.738,     4,  Arrival,before,   1,   0,   1,   0,   1
      76.738,     4,  Arrival, after,   3,   0,   1,   1,   1
     114.650,     8,Finish(1),before,   2,   0,   1,   1,   1
     114.650,     8,Finish(1), after,   2,   0,   2,   0,   1
     120.227,     5,Finish(2),before,   1,   0,   2,   0,   1
     120.227,     5,Finish(2), after,   2,   0,   1,   0,   1
     220.234,     7,  Arrival,before,   1,   0,   1,   0,   1
     220.234,     7,  Arrival, after,   3,   0,   1,   1,   1
     241.708,    11,Finish(1),before,   2,   0,   1,   1,   1
     241.708,    11,Finish(1), after,   2,   0,   2,   0,   1
     245.513,    10,  Arrival,before,   1,   0,   2,   0,   1
     245.513,    10,  Arrival, after,   3,   0,   2,   1,   1
     251.496,    12,  Arrival,before,   2,   0,   2,   1,   1
     251.496,    12,  Arrival, after,   3,   1,   2,   1,   1
     267.906,    14,  Arrival,before,   2,   1,   2,   1,   1
     267.906,    14,  Arrival, after,   3,   2,   2,   1,   1
     267.916,    15,  Arrival,before,   2,   2,   2,   1,   1
     267.916,    15,  Arrival, after,   3,   3,   2,   1,   1
     278.187,    13,Finish(1),before,   2,   3,   2,   1,   1
     278.187,    13,Finish(1), after,   3,   2,   3,   1,   1
     295.136,    17,Finish(1),before,   2,   2,   3,   1,   1
     295.136,    17,Finish(1), after,   2,   2,   4,   0,   1
     321.089,    16,  Arrival,before,   1,   2,   4,   0,   1
     321.089,    16,  Arrival, after,   2,   3,   4,   0,   1
     342.494,     9,Finish(2),before,   1,   3,   4,   0,   1
