# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:00
# parameter: seed = 23
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      22.800,     3,Finish(1),before,   1,   0,   0,   1,   0
      22.800,     3,Finish(1), after,   2,   0,   0,   0,   1
      28.237,     2,  Arrival,before,   1,   0,   0,   0,   1
      28.237,     2,  Arrival, after,   3,   0,   0,   1,   1
      40.883,     4,Finish(2),before,   2,   0,   0,   1,   1
      40.883,     4,Finish(2), after,   2,   0,   0,   1,   0
      54.759,     6,Finish(1),before,   1,   0,   0,   1,   0
      54.759,     6,Finish(1), after,   2,   0,   0,   0,   1
      57.755,     5,  Arrival,before,   1,   0,   0,   0,   1
      57.755,     5,  Arrival, after,   3,   0,   0,   1,   1
      62.686,     7,Finish(2),before,   2,   0,   0,   1,   1
      62.686,     7,Finish(2), after,   2,   0,   0,   1,   0
      73.990,     9,Finish(1),before,   1,   0,   0,   1,   0
      73.990,     9,Finish(1), after,   2,   0,   0,   0,   1
      97.949,     8,  Arrival,before,   1,   0,   0,   0,   1
      97.949,     8,  Arrival, after,   3,   0,   0,   1,   1
     118.541,    10,Finish(2),before,   2,   0,   0,   1,   1
     118.541,    10,Finish(2), after,   2,   0,   0,   1,   0
     133.916,    12,Finish(1),before,   1,   0,   0,   1,   0
     133.916,    12,Finish(1), after,   2,   0,   0,   0,   1
     147.517,    11,  Arrival,before,   1,   0,   0,   0,   1
     147.517,    11,  Arrival, after,   3,   0,   0,   1,   1
     168.336,    15,Finish(1),before,   2,   0,   0,   1,   1
     168.336,    15,Finish(1), after,   2,   0,   1,   0,   1
     229.645,    14,  Arrival,before,   1,   0,   1,   0,   1
     229.645,    14,  Arrival, after,   3,   0,   1,   1,   1
     256.293,    13,Finish(2),before,   2,   0,   1,   1,   1
     256.293,    13,Finish(2), after,   3,   0,   0,   1,   1
     256.927,    16,  Arrival,before,   2,   0,   0,   1,   1
     256.927,    16,  Arrival, after,   3,   1,   0,   1,   1
     258.279,    18,Finish(2),before,   2,   1,   0,   1,   1
