# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:09
# parameter: seed = 91
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      19.587,     3,Finish(1),before,   1,   0,   0,   1,   0
      19.587,     3,Finish(1), after,   2,   0,   0,   0,   1
     119.739,     4,Finish(2),before,   1,   0,   0,   0,   1
     119.739,     4,Finish(2), after,   1,   0,   0,   0,   0
     154.338,     2,  Arrival,before,   0,   0,   0,   0,   0
     154.338,     2,  Arrival, after,   2,   0,   0,   1,   0
     181.725,     5,  Arrival,before,   1,   0,   0,   1,   0
     181.725,     5,  Arrival, after,   2,   1,   0,   1,   0
     191.824,     6,Finish(1),before,   1,   1,   0,   1,   0
     191.824,     6,Finish(1), after,   3,   0,   0,   1,   1
     212.725,     8,Finish(2),before,   2,   0,   0,   1,   1
     212.725,     8,Finish(2), after,   2,   0,   0,   1,   0
     216.698,     9,Finish(1),before,   1,   0,   0,   1,   0
     216.698,     9,Finish(1), after,   2,   0,   0,   0,   1
     234.063,    10,Finish(2),before,   1,   0,   0,   0,   1
     234.063,    10,Finish(2), after,   1,   0,   0,   0,   0
     263.545,     7,  Arrival,before,   0,   0,   0,   0,   0
     263.545,     7,  Arrival, after,   2,   0,   0,   1,   0
     288.549,    11,  Arrival,before,   1,   0,   0,   1,   0
     288.549,    11,  Arrival, after,   2,   1,   0,   1,   0
     295.823,    12,Finish(1),before,   1,   1,   0,   1,   0
     295.823,    12,Finish(1), after,   3,   0,   0,   1,   1
     308.323,    13,  Arrival,before,   2,   0,   0,   1,   1
     308.323,    13,  Arrival, after,   3,   1,   0,   1,   1
     309.658,    14,Finish(2),before,   2,   1,   0,   1,   1
     309.658,    14,Finish(2), after,   2,   1,   0,   1,   0
     329.327,    15,Finish(1),before,   1,   1,   0,   1,   0
     329.327,    15,Finish(1), after,   3,   0,   0,   1,   1
     345.962,    18,Finish(1),before,   2,   0,   0,   1,   1
     345.962,    18,Finish(1), after,   2,   0,   1,   0,   1
     346.627,    17,Finish(2),before,   1,   0,   1,   0,   1
