# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:05
# parameter: seed = 66
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      20.667,     3,Finish(1),before,   1,   0,   0,   1,   0
      20.667,     3,Finish(1), after,   2,   0,   0,   0,   1
      35.714,     4,Finish(2),before,   1,   0,   0,   0,   1
      35.714,     4,Finish(2), after,   1,   0,   0,   0,   0
     162.570,     2,  Arrival,before,   0,   0,   0,   0,   0
     162.570,     2,  Arrival, after,   2,   0,   0,   1,   0
     178.333,     6,Finish(1),before,   1,   0,   0,   1,   0
     178.333,     6,Finish(1), after,   2,   0,   0,   0,   1
     205.541,     7,Finish(2),before,   1,   0,   0,   0,   1
     205.541,     7,Finish(2), after,   1,   0,   0,   0,   0
     404.779,     5,  Arrival,before,   0,   0,   0,   0,   0
     404.779,     5,  Arrival, after,   2,   0,   0,   1,   0
     435.027,     9,Finish(1),before,   1,   0,   0,   1,   0
     435.027,     9,Finish(1), after,   2,   0,   0,   0,   1
     446.563,     8,  Arrival,before,   1,   0,   0,   0,   1
     446.563,     8,  Arrival, after,   3,   0,   0,   1,   1
     464.481,    10,Finish(2),before,   2,   0,   0,   1,   1
     464.481,    10,Finish(2), after,   2,   0,   0,   1,   0
     479.641,    12,Finish(1),before,   1,   0,   0,   1,   0
     479.641,    12,Finish(1), after,   2,   0,   0,   0,   1
     493.474,    11,  Arrival,before,   1,   0,   0,   0,   1
     493.474,    11,  Arrival, after,   3,   0,   0,   1,   1
     524.838,    15,Finish(1),before,   2,   0,   0,   1,   1
     524.838,    15,Finish(1), after,   2,   0,   1,   0,   1
     590.868,    13,Finish(2),before,   1,   0,   1,   0,   1
     590.868,    13,Finish(2), after,   2,   0,   0,   0,   1
     615.364,    16,Finish(2),before,   1,   0,   0,   0,   1
     615.364,    16,Finish(2), after,   1,   0,   0,   0,   0
     676.866,    14,  Arrival,before,   0,   0,   0,   0,   0
     676.866,    14,  Arrival, after,   2,   0,   0,   1,   0
     700.861,    18,Finish(1),before,   1,   0,   0,   1,   0
