# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:08
# parameter: seed = 83
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      27.879,     3,Finish(1),before,   1,   0,   0,   1,   0
      27.879,     3,Finish(1), after,   2,   0,   0,   0,   1
      41.093,     4,Finish(2),before,   1,   0,   0,   0,   1
      41.093,     4,Finish(2), after,   1,   0,   0,   0,   0
     105.409,     2,  Arrival,before,   0,   0,   0,   0,   0
     105.409,     2,  Arrival, after,   2,   0,   0,   1,   0
     127.458,     5,  Arrival,before,   1,   0,   0,   1,   0
     127.458,     5,  Arrival, after,   2,   1,   0,   1,   0
     135.450,     6,Finish(1),before,   1,   1,   0,   1,   0
     135.450,     6,Finish(1), after,   3,   0,   0,   1,   1
     135.748,     7,  Arrival,before,   2,   0,   0,   1,   1
     135.748,     7,  Arrival, after,   3,   1,   0,   1,   1
     152.696,     8,Finish(2),before,   2,   1,   0,   1,   1
     152.696,     8,Finish(2), after,   2,   1,   0,   1,   0
     160.702,     9,Finish(1),before,   1,   1,   0,   1,   0
     160.702,     9,Finish(1), after,   3,   0,   0,   1,   1
     167.386,    10,  Arrival,before,   2,   0,   0,   1,   1
     167.386,    10,  Arrival, after,   3,   1,   0,   1,   1
     169.345,    11,Finish(2),before,   2,   1,   0,   1,   1
     169.345,    11,Finish(2), after,   2,   1,   0,   1,   0
     188.790,    12,Finish(1),before,   1,   1,   0,   1,   0
     188.790,    12,Finish(1), after,   3,   0,   0,   1,   1
     205.110,    13,  Arrival,before,   2,   0,   0,   1,   1
     205.110,    13,  Arrival, after,   3,   1,   0,   1,   1
     214.294,    15,Finish(1),before,   2,   1,   0,   1,   1
     214.294,    15,Finish(1), after,   3,   0,   1,   1,   1
     219.373,    16,  Arrival,before,   2,   0,   1,   1,   1
     219.373,    16,  Arrival, after,   3,   1,   1,   1,   1
     220.358,    14,Finish(2),before,   2,   1,   1,   1,   1
     220.358,    14,Finish(2), after,   3,   1,   0,   1,   1
     236.113,    17,Finish(1),before,   2,   1,   0,   1,   1
