# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:05
# parameter: seed = 65
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      27.672,     3,Finish(1),before,   1,   0,   0,   1,   0
      27.672,     3,Finish(1), after,   2,   0,   0,   0,   1
     128.636,     2,  Arrival,before,   1,   0,   0,   0,   1
     128.636,     2,  Arrival, after,   3,   0,   0,   1,   1
     143.477,     4,Finish(2),before,   2,   0,   0,   1,   1
     143.477,     4,Finish(2), after,   2,   0,   0,   1,   0
     153.686,     5,  Arrival,before,   1,   0,   0,   1,   0
     153.686,     5,  Arrival, after,   2,   1,   0,   1,   0
     162.531,     6,Finish(1),before,   1,   1,   0,   1,   0
     162.531,     6,Finish(1), after,   3,   0,   0,   1,   1
     189.920,     7,  Arrival,before,   2,   0,   0,   1,   1
     189.920,     7,  Arrival, after,   3,   1,   0,   1,   1
     190.704,     9,Finish(1),before,   2,   1,   0,   1,   1
     190.704,     9,Finish(1), after,   3,   0,   1,   1,   1
     219.103,    11,Finish(1),before,   2,   0,   1,   1,   1
     219.103,    11,Finish(1), after,   2,   0,   2,   0,   1
     225.833,    10,  Arrival,before,   1,   0,   2,   0,   1
     225.833,    10,  Arrival, after,   3,   0,   2,   1,   1
     242.720,    12,  Arrival,before,   2,   0,   2,   1,   1
     242.720,    12,  Arrival, after,   3,   1,   2,   1,   1
     243.698,     8,Finish(2),before,   2,   1,   2,   1,   1
     243.698,     8,Finish(2), after,   3,   1,   1,   1,   1
     245.996,    13,Finish(1),before,   2,   1,   1,   1,   1
     245.996,    13,Finish(1), after,   3,   0,   2,   1,   1
     247.152,    14,  Arrival,before,   2,   0,   2,   1,   1
     247.152,    14,  Arrival, after,   3,   1,   2,   1,   1
     282.964,    16,Finish(1),before,   2,   1,   2,   1,   1
     282.964,    16,Finish(1), after,   3,   0,   3,   1,   1
     292.819,    15,Finish(2),before,   2,   0,   3,   1,   1
     292.819,    15,Finish(2), after,   3,   0,   2,   1,   1
     293.891,    19,Finish(2),before,   2,   0,   2,   1,   1
