# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:02
# parameter: seed = 42
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
id,arrival_time,start_service_times,start_service_times,completion_time
1,0.0,0.0,28.21033482888709,Inf
2,65.950626993873,65.950626993873,226.24740314077158,Inf
3,108.32348135116115,108.32348135116115,274.0335551395915,Inf
4,163.1081322808326,163.1081322808326,340.22524042754367,Inf
5,228.29627838553276,228.29627838553276,382.4050904673754,Inf
6,326.90079755184377,326.90079755184377,492.3584147111479,Inf
7,328.44884878470805,359.60007689484917,541.1395535619971,Inf
8,371.40890516674733,379.9285267986786,597.1399261882153,Inf
9,407.41642319166533,407.41642319166533,614.8585046754195,Inf
10,518.5181984382236,518.5181984382236,646.5529286566361,Inf
11,545.1038201005239,559.6256955418411,648.749333531056,Inf
12,639.905980403016,639.905980403016,676.2279145526967,Inf
13,753.1446337944122,753.1446337944122,773.1474902588471,Inf
14,874.0775851001648,874.0775851001648,894.1259364941887,Inf
15,1042.1459224644245,1042.1459224644245,1057.2159487599909,Inf
16,1075.6290831596375,1075.6290831596375,1227.6168380705317,Inf
17,1113.3377241916824,1113.3377241916824,1263.8429852497245,Inf
18,1253.8269144923788,1253.8269144923788,1279.883207740613,Inf
19,1300.3471866740067,1300.3471866740067,1392.6845016776817,Inf
20,1307.785666769682,1320.7305167646123,1457.3365957583103,Inf
21,1340.3534759831175,1350.9356610211653,1487.659381591954,Inf
22,1346.0098029953056,1382.3116304909397,1490.8679820714137,Inf
23,1346.3689876352728,1399.7271498444504,1507.1410068751436,Inf
24,1388.7746937352324,1457.3365957583103,1584.2434595853142,Inf
25,1430.4094276230646,1487.659381591954,1753.223379062827,Inf
26,1473.6942698439368,1512.776443291414,1780.4194230746705,Inf
27,1611.622193882038,1611.622193882038,1827.4734037894107,Inf
28,1695.3267676692512,1695.3267676692512,2022.1052460033754,Inf
29,1844.8581901296875,1844.8581901296875,2115.89915242549,Inf
30,1908.2146443482056,1908.2146443482056,2136.3851113263418,Inf
31,2051.920839551068,2051.920839551068,2154.6502224333917,Inf
32,2061.055171449811,2077.113026083154,2165.509145551793,Inf
33,2104.639289179065,2117.5373606052235,2324.4557858934973,Inf
34,2162.1124717093962,2162.1124717093962,2378.4564219500403,Inf
35,2167.822246063319,2194.5674351274793,2412.2065838520375,Inf
36,2203.420743115477,2222.464252646181,2459.7430051660426,Inf
37,2221.6088332077256,2324.4557858934973,2514.851759576538,Inf
38,2267.972095234702,2378.4564219500403,2711.180125095859,Inf
39,2413.3060121803437,2413.3060121803437,2790.840577682917,Inf
40,2443.141765153775,2459.7430051660426,2801.383909847295,Inf
41,2524.2139160783695,2524.2139160783695,2863.1729995889723,Inf
42,2695.179927504568,2711.180125095859,3013.401307807335,Inf
43,2757.1886041349703,2790.840577682917,3062.8434353155835,Inf
44,2766.514658086378,2821.871288581228,3079.2032492443823,Inf
45,2816.5987205728343,2863.1729995889723,3127.006938283006,Inf
46,2861.7077366508324,3013.401307807335,3179.563315743567,Inf
47,2976.1557471179253,3062.8434353155835,3224.9796916154955,Inf
48,3078.4284979087047,3089.3631363416052,3512.797250943787,Inf
49,3126.0610966457616,3127.006938283006,3566.8935736600433,Inf
50,3154.9536040983603,3179.563315743567,3593.743872214171,Inf
51,3252.8204905181274,3252.8204905181274,3730.1088157568547,Inf
52,3266.263672164721,3512.797250943787,3751.3150725883547,Inf
53,3272.263985551778,3566.8935736600433,4006.813916350893,Inf
54,3333.7025577573663,3593.743872214171,4169.714955958602,Inf
55,3368.944798609433,3730.1088157568547,4234.047677346462,Inf
56,3758.2262221565616,3758.2262221565616,4241.237642903789,Inf
57,3774.4045435720654,4006.813916350893,4289.046028249382,Inf
58,3819.9033605969476,4169.714955958602,4302.213713415374,Inf
59,3858.75794703144,4234.047677346462,4365.2184430001225,Inf
60,3867.0332813833224,4261.85894867998,4532.978800130267,Inf
61,3900.9104801648973,4289.046028249382,4544.466295980653,Inf
62,3919.136387112807,4311.968632972417,4563.46083419068,Inf
63,3959.275851655893,4365.2184430001225,4631.225799992206,Inf
