# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:40:58
# parameter: seed = 13
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      20.829,     3,Finish(1),before,   1,   0,   0,   1,   0
      20.829,     3,Finish(1), after,   2,   0,   0,   0,   1
      32.950,     4,Finish(2),before,   1,   0,   0,   0,   1
      32.950,     4,Finish(2), after,   1,   0,   0,   0,   0
      70.507,     2,  Arrival,before,   0,   0,   0,   0,   0
      70.507,     2,  Arrival, after,   2,   0,   0,   1,   0
      81.639,     6,Finish(1),before,   1,   0,   0,   1,   0
      81.639,     6,Finish(1), after,   2,   0,   0,   0,   1
     131.234,     7,Finish(2),before,   1,   0,   0,   0,   1
     131.234,     7,Finish(2), after,   1,   0,   0,   0,   0
     200.297,     5,  Arrival,before,   0,   0,   0,   0,   0
     200.297,     5,  Arrival, after,   2,   0,   0,   1,   0
     216.804,     8,  Arrival,before,   1,   0,   0,   1,   0
     216.804,     8,  Arrival, after,   2,   1,   0,   1,   0
     224.981,     9,Finish(1),before,   1,   1,   0,   1,   0
     224.981,     9,Finish(1), after,   3,   0,   0,   1,   1
     226.450,    11,Finish(2),before,   2,   0,   0,   1,   1
     226.450,    11,Finish(2), after,   2,   0,   0,   1,   0
     242.223,    12,Finish(1),before,   1,   0,   0,   1,   0
     242.223,    12,Finish(1), after,   2,   0,   0,   0,   1
     243.806,    13,Finish(2),before,   1,   0,   0,   0,   1
     243.806,    13,Finish(2), after,   1,   0,   0,   0,   0
     310.624,    10,  Arrival,before,   0,   0,   0,   0,   0
     310.624,    10,  Arrival, after,   2,   0,   0,   1,   0
     331.278,    15,Finish(1),before,   1,   0,   0,   1,   0
     331.278,    15,Finish(1), after,   2,   0,   0,   0,   1
     352.672,    16,Finish(2),before,   1,   0,   0,   0,   1
     352.672,    16,Finish(2), after,   1,   0,   0,   0,   0
     549.494,    14,  Arrival,before,   0,   0,   0,   0,   0
     549.494,    14,  Arrival, after,   2,   0,   0,   1,   0
     580.075,    18,Finish(1),before,   1,   0,   0,   1,   0
