# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:08
# parameter: seed = 87
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       9.969,     2,  Arrival,before,   1,   0,   0,   1,   0
       9.969,     2,  Arrival, after,   2,   1,   0,   1,   0
      29.370,     3,Finish(1),before,   1,   1,   0,   1,   0
      29.370,     3,Finish(1), after,   3,   0,   0,   1,   1
      46.062,     6,Finish(1),before,   2,   0,   0,   1,   1
      46.062,     6,Finish(1), after,   2,   0,   1,   0,   1
      54.984,     4,  Arrival,before,   1,   0,   1,   0,   1
      54.984,     4,  Arrival, after,   3,   0,   1,   1,   1
      78.266,     7,  Arrival,before,   2,   0,   1,   1,   1
      78.266,     7,  Arrival, after,   3,   1,   1,   1,   1
      82.408,     8,Finish(1),before,   2,   1,   1,   1,   1
      82.408,     8,Finish(1), after,   3,   0,   2,   1,   1
     106.521,    10,Finish(1),before,   2,   0,   2,   1,   1
     106.521,    10,Finish(1), after,   2,   0,   3,   0,   1
     119.940,     5,Finish(2),before,   1,   0,   3,   0,   1
     119.940,     5,Finish(2), after,   2,   0,   2,   0,   1
     173.524,    11,Finish(2),before,   1,   0,   2,   0,   1
     173.524,    11,Finish(2), after,   2,   0,   1,   0,   1
     197.633,    12,Finish(2),before,   1,   0,   1,   0,   1
     197.633,    12,Finish(2), after,   2,   0,   0,   0,   1
     202.295,     9,  Arrival,before,   1,   0,   0,   0,   1
     202.295,     9,  Arrival, after,   3,   0,   0,   1,   1
     226.854,    15,Finish(1),before,   2,   0,   0,   1,   1
     226.854,    15,Finish(1), after,   2,   0,   1,   0,   1
     253.085,    13,Finish(2),before,   1,   0,   1,   0,   1
     253.085,    13,Finish(2), after,   2,   0,   0,   0,   1
     258.468,    14,  Arrival,before,   1,   0,   0,   0,   1
     258.468,    14,  Arrival, after,   3,   0,   0,   1,   1
     276.420,    18,Finish(1),before,   2,   0,   0,   1,   1
     276.420,    18,Finish(1), after,   2,   0,   1,   0,   1
     279.433,    16,Finish(2),before,   1,   0,   1,   0,   1
