# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:06
# parameter: seed = 73
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      21.686,     3,Finish(1),before,   1,   0,   0,   1,   0
      21.686,     3,Finish(1), after,   2,   0,   0,   0,   1
      27.974,     4,Finish(2),before,   1,   0,   0,   0,   1
      27.974,     4,Finish(2), after,   1,   0,   0,   0,   0
     215.437,     2,  Arrival,before,   0,   0,   0,   0,   0
     215.437,     2,  Arrival, after,   2,   0,   0,   1,   0
     240.441,     6,Finish(1),before,   1,   0,   0,   1,   0
     240.441,     6,Finish(1), after,   2,   0,   0,   0,   1
     265.794,     7,Finish(2),before,   1,   0,   0,   0,   1
     265.794,     7,Finish(2), after,   1,   0,   0,   0,   0
     406.261,     5,  Arrival,before,   0,   0,   0,   0,   0
     406.261,     5,  Arrival, after,   2,   0,   0,   1,   0
     428.312,     9,Finish(1),before,   1,   0,   0,   1,   0
     428.312,     9,Finish(1), after,   2,   0,   0,   0,   1
     477.648,     8,  Arrival,before,   1,   0,   0,   0,   1
     477.648,     8,  Arrival, after,   3,   0,   0,   1,   1
     493.356,    10,Finish(2),before,   2,   0,   0,   1,   1
     493.356,    10,Finish(2), after,   2,   0,   0,   1,   0
     500.854,    12,Finish(1),before,   1,   0,   0,   1,   0
     500.854,    12,Finish(1), after,   2,   0,   0,   0,   1
     549.397,    13,Finish(2),before,   1,   0,   0,   0,   1
     549.397,    13,Finish(2), after,   1,   0,   0,   0,   0
     612.610,    11,  Arrival,before,   0,   0,   0,   0,   0
     612.610,    11,  Arrival, after,   2,   0,   0,   1,   0
     638.211,    15,Finish(1),before,   1,   0,   0,   1,   0
     638.211,    15,Finish(1), after,   2,   0,   0,   0,   1
     642.101,    16,Finish(2),before,   1,   0,   0,   0,   1
     642.101,    16,Finish(2), after,   1,   0,   0,   0,   0
     688.865,    14,  Arrival,before,   0,   0,   0,   0,   0
     688.865,    14,  Arrival, after,   2,   0,   0,   1,   0
     717.504,    18,Finish(1),before,   1,   0,   0,   1,   0
