# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:10
# parameter: seed = 100
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      26.589,     3,Finish(1),before,   1,   0,   0,   1,   0
      26.589,     3,Finish(1), after,   2,   0,   0,   0,   1
      27.750,     4,Finish(2),before,   1,   0,   0,   0,   1
      27.750,     4,Finish(2), after,   1,   0,   0,   0,   0
      40.631,     2,  Arrival,before,   0,   0,   0,   0,   0
      40.631,     2,  Arrival, after,   2,   0,   0,   1,   0
      74.550,     5,  Arrival,before,   1,   0,   0,   1,   0
      74.550,     5,  Arrival, after,   2,   1,   0,   1,   0
      75.455,     6,Finish(1),before,   1,   1,   0,   1,   0
      75.455,     6,Finish(1), after,   3,   0,   0,   1,   1
     108.180,     9,Finish(1),before,   2,   0,   0,   1,   1
     108.180,     9,Finish(1), after,   2,   0,   1,   0,   1
     108.673,     7,  Arrival,before,   1,   0,   1,   0,   1
     108.673,     7,  Arrival, after,   3,   0,   1,   1,   1
     115.711,    11,Finish(1),before,   2,   0,   1,   1,   1
     115.711,    11,Finish(1), after,   2,   0,   2,   0,   1
     139.994,    10,  Arrival,before,   1,   0,   2,   0,   1
     139.994,    10,  Arrival, after,   3,   0,   2,   1,   1
     170.023,     8,Finish(2),before,   2,   0,   2,   1,   1
     170.023,     8,Finish(2), after,   3,   0,   1,   1,   1
     172.686,    13,Finish(1),before,   2,   0,   1,   1,   1
     172.686,    13,Finish(1), after,   2,   0,   2,   0,   1
     173.378,    12,  Arrival,before,   1,   0,   2,   0,   1
     173.378,    12,  Arrival, after,   3,   0,   2,   1,   1
     193.725,    14,Finish(2),before,   2,   0,   2,   1,   1
     193.725,    14,Finish(2), after,   3,   0,   1,   1,   1
     194.561,    16,Finish(1),before,   2,   0,   1,   1,   1
     194.561,    16,Finish(1), after,   2,   0,   2,   0,   1
     202.110,    15,  Arrival,before,   1,   0,   2,   0,   1
     202.110,    15,  Arrival, after,   3,   0,   2,   1,   1
     203.549,    17,Finish(2),before,   2,   0,   2,   1,   1
