# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:40:56
# parameter: seed = 3
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      10.884,     2,  Arrival,before,   1,   0,   0,   1,   0
      10.884,     2,  Arrival, after,   2,   1,   0,   1,   0
      18.440,     4,  Arrival,before,   1,   1,   0,   1,   0
      18.440,     4,  Arrival, after,   2,   2,   0,   1,   0
      22.178,     3,Finish(1),before,   1,   2,   0,   1,   0
      22.178,     3,Finish(1), after,   3,   1,   0,   1,   1
      32.497,     6,Finish(2),before,   2,   1,   0,   1,   1
      32.497,     6,Finish(2), after,   2,   1,   0,   1,   0
      34.954,     7,Finish(1),before,   1,   1,   0,   1,   0
      34.954,     7,Finish(1), after,   3,   0,   0,   1,   1
      65.572,     9,Finish(1),before,   2,   0,   0,   1,   1
      65.572,     9,Finish(1), after,   2,   0,   1,   0,   1
      67.587,     8,Finish(2),before,   1,   0,   1,   0,   1
      67.587,     8,Finish(2), after,   2,   0,   0,   0,   1
     148.033,    10,Finish(2),before,   1,   0,   0,   0,   1
     148.033,    10,Finish(2), after,   1,   0,   0,   0,   0
     209.713,     5,  Arrival,before,   0,   0,   0,   0,   0
     209.713,     5,  Arrival, after,   2,   0,   0,   1,   0
     235.413,    12,Finish(1),before,   1,   0,   0,   1,   0
     235.413,    12,Finish(1), after,   2,   0,   0,   0,   1
     248.434,    11,  Arrival,before,   1,   0,   0,   0,   1
     248.434,    11,  Arrival, after,   3,   0,   0,   1,   1
     272.740,    14,  Arrival,before,   2,   0,   0,   1,   1
     272.740,    14,  Arrival, after,   3,   1,   0,   1,   1
     272.971,    15,Finish(1),before,   2,   1,   0,   1,   1
     272.971,    15,Finish(1), after,   3,   0,   1,   1,   1
     298.980,    17,Finish(1),before,   2,   0,   1,   1,   1
     298.980,    17,Finish(1), after,   2,   0,   2,   0,   1
     307.385,    13,Finish(2),before,   1,   0,   2,   0,   1
     307.385,    13,Finish(2), after,   2,   0,   1,   0,   1
     309.629,    18,Finish(2),before,   1,   0,   1,   0,   1
