# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:06
# parameter: seed = 71
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      16.679,     3,Finish(1),before,   1,   0,   0,   1,   0
      16.679,     3,Finish(1), after,   2,   0,   0,   0,   1
      44.043,     2,  Arrival,before,   1,   0,   0,   0,   1
      44.043,     2,  Arrival, after,   3,   0,   0,   1,   1
      73.421,     6,Finish(1),before,   2,   0,   0,   1,   1
      73.421,     6,Finish(1), after,   2,   0,   1,   0,   1
      79.417,     4,Finish(2),before,   1,   0,   1,   0,   1
      79.417,     4,Finish(2), after,   2,   0,   0,   0,   1
     124.895,     7,Finish(2),before,   1,   0,   0,   0,   1
     124.895,     7,Finish(2), after,   1,   0,   0,   0,   0
     152.612,     5,  Arrival,before,   0,   0,   0,   0,   0
     152.612,     5,  Arrival, after,   2,   0,   0,   1,   0
     170.546,     9,Finish(1),before,   1,   0,   0,   1,   0
     170.546,     9,Finish(1), after,   2,   0,   0,   0,   1
     179.782,    10,Finish(2),before,   1,   0,   0,   0,   1
     179.782,    10,Finish(2), after,   1,   0,   0,   0,   0
     180.820,     8,  Arrival,before,   0,   0,   0,   0,   0
     180.820,     8,  Arrival, after,   2,   0,   0,   1,   0
     217.136,    11,  Arrival,before,   1,   0,   0,   1,   0
     217.136,    11,  Arrival, after,   2,   1,   0,   1,   0
     221.801,    12,Finish(1),before,   1,   1,   0,   1,   0
     221.801,    12,Finish(1), after,   3,   0,   0,   1,   1
     234.772,    14,Finish(2),before,   2,   0,   0,   1,   1
     234.772,    14,Finish(2), after,   2,   0,   0,   1,   0
     251.105,    13,  Arrival,before,   1,   0,   0,   1,   0
     251.105,    13,  Arrival, after,   2,   1,   0,   1,   0
     254.298,    16,  Arrival,before,   1,   1,   0,   1,   0
     254.298,    16,  Arrival, after,   2,   2,   0,   1,   0
     254.528,    15,Finish(1),before,   1,   2,   0,   1,   0
     254.528,    15,Finish(1), after,   3,   1,   0,   1,   1
     266.862,    18,Finish(2),before,   2,   1,   0,   1,   1
