# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:07
# parameter: seed = 81
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      14.694,     2,  Arrival,before,   1,   0,   0,   1,   0
      14.694,     2,  Arrival, after,   2,   1,   0,   1,   0
      21.330,     3,Finish(1),before,   1,   1,   0,   1,   0
      21.330,     3,Finish(1), after,   3,   0,   0,   1,   1
      28.606,     5,Finish(2),before,   2,   0,   0,   1,   1
      28.606,     5,Finish(2), after,   2,   0,   0,   1,   0
      48.134,     6,Finish(1),before,   1,   0,   0,   1,   0
      48.134,     6,Finish(1), after,   2,   0,   0,   0,   1
      96.374,     4,  Arrival,before,   1,   0,   0,   0,   1
      96.374,     4,  Arrival, after,   3,   0,   0,   1,   1
     124.115,     9,Finish(1),before,   2,   0,   0,   1,   1
     124.115,     9,Finish(1), after,   2,   0,   1,   0,   1
     154.131,     8,  Arrival,before,   1,   0,   1,   0,   1
     154.131,     8,  Arrival, after,   3,   0,   1,   1,   1
     158.155,    10,  Arrival,before,   2,   0,   1,   1,   1
     158.155,    10,  Arrival, after,   3,   1,   1,   1,   1
     169.970,    11,Finish(1),before,   2,   1,   1,   1,   1
     169.970,    11,Finish(1), after,   3,   0,   2,   1,   1
     184.446,    12,  Arrival,before,   2,   0,   2,   1,   1
     184.446,    12,  Arrival, after,   3,   1,   2,   1,   1
     195.872,     7,Finish(2),before,   2,   1,   2,   1,   1
     195.872,     7,Finish(2), after,   3,   1,   1,   1,   1
     198.295,    13,Finish(1),before,   2,   1,   1,   1,   1
     198.295,    13,Finish(1), after,   3,   0,   2,   1,   1
     226.020,    16,Finish(1),before,   2,   0,   2,   1,   1
     226.020,    16,Finish(1), after,   2,   0,   3,   0,   1
     242.560,    14,  Arrival,before,   1,   0,   3,   0,   1
     242.560,    14,  Arrival, after,   3,   0,   3,   1,   1
     263.072,    17,  Arrival,before,   2,   0,   3,   1,   1
     263.072,    17,  Arrival, after,   3,   1,   3,   1,   1
     264.984,    18,Finish(1),before,   2,   1,   3,   1,   1
