# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:06
# parameter: seed = 70
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
id,arrival_time,start_service_times,start_service_times,completion_time
1,0.0,0.0,30.86581946767118,Inf
2,34.23793085817494,34.23793085817494,78.11594225363274,Inf
3,37.291760388868575,62.15678577692705,114.02406528951593,Inf
4,40.013441508526505,84.17977619249146,250.3626734932638,Inf
5,86.68857206322068,110.59280607143278,264.68283614532993,Inf
6,109.4783780427209,124.25172162048219,268.8165805297808,Inf
7,319.10865861002566,319.10865861002566,377.7069538032788,Inf
8,373.2365876230492,373.2365876230492,445.31253118670185,Inf
9,385.504625176137,405.7459029738988,461.84328485819276,Inf
10,452.1748330906445,452.1748330906445,581.7350048177229,Inf
11,486.37402435750874,486.37402435750874,636.0378189349555,Inf
12,486.89724214526547,511.72135214633005,735.4303306538794,Inf
13,506.8257718339462,539.8610422039305,742.953737243904,Inf
14,568.7011655256251,581.7350048177229,750.8650246402613,Inf
15,650.5525838848366,650.5525838848366,801.885464471917,Inf
16,671.2317900688543,735.4303306538794,835.7792883083871,Inf
17,713.3416528158248,760.3524839173881,861.6453921999921,Inf
18,879.3132289941069,879.3132289941069,915.2174504750825,Inf
19,963.2801758167914,963.2801758167914,998.6662913304586,Inf
20,1030.705434550012,1030.705434550012,1054.3288388549524,Inf
21,1035.3026590112397,1054.3288388549524,1077.3315862782997,Inf
22,1172.5987995117553,1172.5987995117553,1199.0138002666663,Inf
23,1179.2220945092279,1199.0138002666663,1300.293347801199,Inf
24,1194.4713492306,1222.6531620586172,1428.327354783462,Inf
25,1213.6104195261807,1254.8823854794948,1429.0248628508964,Inf
26,1234.1925192172555,1281.6445575098676,1538.7477336811971,Inf
27,1421.753205302829,1421.753205302829,1580.2313518174772,Inf
28,1495.386096489883,1495.386096489883,1616.3563510834244,Inf
29,1891.5456627775893,1891.5456627775893,1916.0357556356735,Inf
30,1910.862124306368,1916.0357556356735,2104.1983101433225,Inf
31,1993.3441037834923,1993.3441037834923,2233.465629519107,Inf
32,1993.344355545107,2013.7074735593462,2240.761994163237,Inf
33,2111.86506410643,2111.86506410643,2310.219642220671,Inf
34,2134.851560237906,2137.6439059465306,2400.05913939449,Inf
35,2237.053573244865,2237.053573244865,2560.221655236288,Inf
36,2286.9234551180384,2286.9234551180384,2589.1500312654966,Inf
37,2307.1703276076028,2310.219642220671,2592.4471713251414,Inf
38,2323.1463808995936,2400.05913939449,2606.2573071229754,Inf
39,2348.4863391020267,2560.221655236288,2716.279757006159,Inf
40,2377.792988176385,2589.1500312654966,2789.6163626777693,Inf
41,2404.9072968859487,2614.0590830840147,2835.034863816307,Inf
42,2435.0297804895417,2644.066297882618,2843.4149437628625,Inf
43,2468.886266654425,2716.279757006159,2862.5679566974695,Inf
44,2549.7953115272567,2789.6163626777693,2892.040330759595,Inf
45,2567.954291152463,2835.034863816307,2956.5755618037156,Inf
46,2598.5669140592686,2857.1372687200383,3302.76975864243,Inf
47,2745.5343566945003,2879.803032469004,3318.459685348285,Inf
48,2790.219833297217,2905.2368272342837,3338.256114092771,Inf
49,2998.393455389383,2998.393455389383,3422.40202929067,Inf
50,3011.3693537737827,3302.76975864243,3425.4958968216956,Inf
51,3156.2384112361733,3330.8139029683816,3481.7675952805753,Inf
52,3196.7794644632827,3354.4421737632115,3531.3412870070006,Inf
53,3242.685802235564,3422.40202929067,3531.559886319601,Inf
54,3318.843615352612,3449.6818629809186,3559.5363616547074,Inf
55,3414.926723283437,3481.7675952805753,3562.160692872431,Inf
56,3455.5153787977283,3531.3412870070006,3640.970657270943,Inf
57,3458.5580835372257,3552.5406126494227,3642.6945021862043,Inf
58,3459.370006334303,3577.3461463143603,3648.812455580799,Inf
59,3462.5611452852813,3598.9796015975544,3651.222111390353,Inf
60,3480.2426432140273,3640.970657270943,3745.6647924561776,Inf
