# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:07
# parameter: seed = 75
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      35.015,     3,Finish(1),before,   1,   0,   0,   1,   0
      35.015,     3,Finish(1), after,   2,   0,   0,   0,   1
      71.648,     2,  Arrival,before,   1,   0,   0,   0,   1
      71.648,     2,  Arrival, after,   3,   0,   0,   1,   1
      89.655,     6,Finish(1),before,   2,   0,   0,   1,   1
      89.655,     6,Finish(1), after,   2,   0,   1,   0,   1
      93.340,     5,  Arrival,before,   1,   0,   1,   0,   1
      93.340,     5,  Arrival, after,   3,   0,   1,   1,   1
     117.467,     8,Finish(1),before,   2,   0,   1,   1,   1
     117.467,     8,Finish(1), after,   2,   0,   2,   0,   1
     180.768,     4,Finish(2),before,   1,   0,   2,   0,   1
     180.768,     4,Finish(2), after,   2,   0,   1,   0,   1
     183.874,     9,Finish(2),before,   1,   0,   1,   0,   1
     183.874,     9,Finish(2), after,   2,   0,   0,   0,   1
     198.337,     7,  Arrival,before,   1,   0,   0,   0,   1
     198.337,     7,  Arrival, after,   3,   0,   0,   1,   1
     217.204,    12,Finish(1),before,   2,   0,   0,   1,   1
     217.204,    12,Finish(1), after,   2,   0,   1,   0,   1
     234.981,    11,  Arrival,before,   1,   0,   1,   0,   1
     234.981,    11,  Arrival, after,   3,   0,   1,   1,   1
     263.433,    14,Finish(1),before,   2,   0,   1,   1,   1
     263.433,    14,Finish(1), after,   2,   0,   2,   0,   1
     321.890,    13,  Arrival,before,   1,   0,   2,   0,   1
     321.890,    13,  Arrival, after,   3,   0,   2,   1,   1
     337.191,    10,Finish(2),before,   2,   0,   2,   1,   1
     337.191,    10,Finish(2), after,   3,   0,   1,   1,   1
     346.142,    16,Finish(1),before,   2,   0,   1,   1,   1
     346.142,    16,Finish(1), after,   2,   0,   2,   0,   1
     380.858,    15,  Arrival,before,   1,   0,   2,   0,   1
     380.858,    15,  Arrival, after,   3,   0,   2,   1,   1
     389.913,    17,Finish(2),before,   2,   0,   2,   1,   1
