# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:40:59
# parameter: seed = 20
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      25.695,     3,Finish(1),before,   1,   0,   0,   1,   0
      25.695,     3,Finish(1), after,   2,   0,   0,   0,   1
      34.918,     2,  Arrival,before,   1,   0,   0,   0,   1
      34.918,     2,  Arrival, after,   3,   0,   0,   1,   1
      43.604,     5,  Arrival,before,   2,   0,   0,   1,   1
      43.604,     5,  Arrival, after,   3,   1,   0,   1,   1
      57.473,     6,Finish(1),before,   2,   1,   0,   1,   1
      57.473,     6,Finish(1), after,   3,   0,   1,   1,   1
      73.501,     7,  Arrival,before,   2,   0,   1,   1,   1
      73.501,     7,  Arrival, after,   3,   1,   1,   1,   1
      94.699,     8,Finish(1),before,   2,   1,   1,   1,   1
      94.699,     8,Finish(1), after,   3,   0,   2,   1,   1
      96.841,     9,  Arrival,before,   2,   0,   2,   1,   1
      96.841,     9,  Arrival, after,   3,   1,   2,   1,   1
     123.010,    10,Finish(1),before,   2,   1,   2,   1,   1
     123.010,    10,Finish(1), after,   3,   0,   3,   1,   1
     126.970,     4,Finish(2),before,   2,   0,   3,   1,   1
     126.970,     4,Finish(2), after,   3,   0,   2,   1,   1
     149.158,    12,Finish(1),before,   2,   0,   2,   1,   1
     149.158,    12,Finish(1), after,   2,   0,   3,   0,   1
     153.767,    11,  Arrival,before,   1,   0,   3,   0,   1
     153.767,    11,  Arrival, after,   3,   0,   3,   1,   1
     179.728,    15,Finish(1),before,   2,   0,   3,   1,   1
     179.728,    15,Finish(1), after,   2,   0,   4,   0,   1
     193.664,    14,  Arrival,before,   1,   0,   4,   0,   1
     193.664,    14,  Arrival, after,   2,   1,   4,   0,   1
     210.065,    16,  Arrival,before,   1,   1,   4,   0,   1
     210.065,    16,  Arrival, after,   2,   2,   4,   0,   1
     219.996,    13,Finish(2),before,   1,   2,   4,   0,   1
     219.996,    13,Finish(2), after,   3,   1,   3,   1,   1
     241.393,    19,Finish(1),before,   2,   1,   3,   1,   1
