# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:40:58
# parameter: seed = 11
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      20.742,     2,  Arrival,before,   1,   0,   0,   1,   0
      20.742,     2,  Arrival, after,   2,   1,   0,   1,   0
      32.859,     3,Finish(1),before,   1,   1,   0,   1,   0
      32.859,     3,Finish(1), after,   3,   0,   0,   1,   1
      55.549,     6,Finish(1),before,   2,   0,   0,   1,   1
      55.549,     6,Finish(1), after,   2,   0,   1,   0,   1
      99.998,     4,  Arrival,before,   1,   0,   1,   0,   1
      99.998,     4,  Arrival, after,   3,   0,   1,   1,   1
     119.769,     5,Finish(2),before,   2,   0,   1,   1,   1
     119.769,     5,Finish(2), after,   3,   0,   0,   1,   1
     126.153,     8,Finish(1),before,   2,   0,   0,   1,   1
     126.153,     8,Finish(1), after,   2,   0,   1,   0,   1
     129.669,     9,Finish(2),before,   1,   0,   1,   0,   1
     129.669,     9,Finish(2), after,   2,   0,   0,   0,   1
     138.151,    10,Finish(2),before,   1,   0,   0,   0,   1
     138.151,    10,Finish(2), after,   1,   0,   0,   0,   0
     195.235,     7,  Arrival,before,   0,   0,   0,   0,   0
     195.235,     7,  Arrival, after,   2,   0,   0,   1,   0
     222.637,    12,Finish(1),before,   1,   0,   0,   1,   0
     222.637,    12,Finish(1), after,   2,   0,   0,   0,   1
     236.386,    13,Finish(2),before,   1,   0,   0,   0,   1
     236.386,    13,Finish(2), after,   1,   0,   0,   0,   0
     328.914,    11,  Arrival,before,   0,   0,   0,   0,   0
     328.914,    11,  Arrival, after,   2,   0,   0,   1,   0
     351.827,    15,Finish(1),before,   1,   0,   0,   1,   0
     351.827,    15,Finish(1), after,   2,   0,   0,   0,   1
     352.437,    16,Finish(2),before,   1,   0,   0,   0,   1
     352.437,    16,Finish(2), after,   1,   0,   0,   0,   0
     377.089,    14,  Arrival,before,   0,   0,   0,   0,   0
     377.089,    14,  Arrival, after,   2,   0,   0,   1,   0
     382.833,    17,  Arrival,before,   1,   0,   0,   1,   0
