# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:05
# parameter: seed = 64
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       1.619,     2,  Arrival,before,   1,   0,   0,   1,   0
       1.619,     2,  Arrival, after,   2,   1,   0,   1,   0
      18.236,     3,Finish(1),before,   1,   1,   0,   1,   0
      18.236,     3,Finish(1), after,   3,   0,   0,   1,   1
      43.739,     6,Finish(1),before,   2,   0,   0,   1,   1
      43.739,     6,Finish(1), after,   2,   0,   1,   0,   1
      85.774,     4,  Arrival,before,   1,   0,   1,   0,   1
      85.774,     4,  Arrival, after,   3,   0,   1,   1,   1
     116.517,     8,Finish(1),before,   2,   0,   1,   1,   1
     116.517,     8,Finish(1), after,   2,   0,   2,   0,   1
     120.380,     7,  Arrival,before,   1,   0,   2,   0,   1
     120.380,     7,  Arrival, after,   3,   0,   2,   1,   1
     143.252,    10,Finish(1),before,   2,   0,   2,   1,   1
     143.252,    10,Finish(1), after,   2,   0,   3,   0,   1
     156.566,     5,Finish(2),before,   1,   0,   3,   0,   1
     156.566,     5,Finish(2), after,   2,   0,   2,   0,   1
     165.478,    11,Finish(2),before,   1,   0,   2,   0,   1
     165.478,    11,Finish(2), after,   2,   0,   1,   0,   1
     170.184,    12,Finish(2),before,   1,   0,   1,   0,   1
     170.184,    12,Finish(2), after,   2,   0,   0,   0,   1
     175.939,    13,Finish(2),before,   1,   0,   0,   0,   1
     175.939,    13,Finish(2), after,   1,   0,   0,   0,   0
     355.244,     9,  Arrival,before,   0,   0,   0,   0,   0
     355.244,     9,  Arrival, after,   2,   0,   0,   1,   0
     385.014,    15,Finish(1),before,   1,   0,   0,   1,   0
     385.014,    15,Finish(1), after,   2,   0,   0,   0,   1
     392.665,    14,  Arrival,before,   1,   0,   0,   0,   1
     392.665,    14,  Arrival, after,   3,   0,   0,   1,   1
     426.005,    18,Finish(1),before,   2,   0,   0,   1,   1
     426.005,    18,Finish(1), after,   2,   0,   1,   0,   1
     445.841,    17,  Arrival,before,   1,   0,   1,   0,   1
