# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:07
# parameter: seed = 80
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      16.738,     2,  Arrival,before,   1,   0,   0,   1,   0
      16.738,     2,  Arrival, after,   2,   1,   0,   1,   0
      27.012,     3,Finish(1),before,   1,   1,   0,   1,   0
      27.012,     3,Finish(1), after,   3,   0,   0,   1,   1
      55.023,     6,Finish(1),before,   2,   0,   0,   1,   1
      55.023,     6,Finish(1), after,   2,   0,   1,   0,   1
      76.234,     4,  Arrival,before,   1,   0,   1,   0,   1
      76.234,     4,  Arrival, after,   3,   0,   1,   1,   1
      94.387,     8,Finish(1),before,   2,   0,   1,   1,   1
      94.387,     8,Finish(1), after,   2,   0,   2,   0,   1
      95.974,     7,  Arrival,before,   1,   0,   2,   0,   1
      95.974,     7,  Arrival, after,   3,   0,   2,   1,   1
     119.327,    10,Finish(1),before,   2,   0,   2,   1,   1
     119.327,    10,Finish(1), after,   2,   0,   3,   0,   1
     163.681,     5,Finish(2),before,   1,   0,   3,   0,   1
     163.681,     5,Finish(2), after,   2,   0,   2,   0,   1
     209.568,    11,Finish(2),before,   1,   0,   2,   0,   1
     209.568,    11,Finish(2), after,   2,   0,   1,   0,   1
     228.530,    12,Finish(2),before,   1,   0,   1,   0,   1
     228.530,    12,Finish(2), after,   2,   0,   0,   0,   1
     324.987,     9,  Arrival,before,   1,   0,   0,   0,   1
     324.987,     9,  Arrival, after,   3,   0,   0,   1,   1
     358.153,    15,Finish(1),before,   2,   0,   0,   1,   1
     358.153,    15,Finish(1), after,   2,   0,   1,   0,   1
     393.713,    13,Finish(2),before,   1,   0,   1,   0,   1
     393.713,    13,Finish(2), after,   2,   0,   0,   0,   1
     396.140,    16,Finish(2),before,   1,   0,   0,   0,   1
     396.140,    16,Finish(2), after,   1,   0,   0,   0,   0
     480.025,    14,  Arrival,before,   0,   0,   0,   0,   0
     480.025,    14,  Arrival, after,   2,   0,   0,   1,   0
     493.545,    17,  Arrival,before,   1,   0,   0,   1,   0
