# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:06
# parameter: seed = 72
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
       8.024,     2,  Arrival,before,   1,   0,   0,   1,   0
       8.024,     2,  Arrival, after,   2,   1,   0,   1,   0
      36.720,     3,Finish(1),before,   1,   1,   0,   1,   0
      36.720,     3,Finish(1), after,   3,   0,   0,   1,   1
      48.132,     5,Finish(2),before,   2,   0,   0,   1,   1
      48.132,     5,Finish(2), after,   2,   0,   0,   1,   0
      64.887,     6,Finish(1),before,   1,   0,   0,   1,   0
      64.887,     6,Finish(1), after,   2,   0,   0,   0,   1
      89.662,     4,  Arrival,before,   1,   0,   0,   0,   1
      89.662,     4,  Arrival, after,   3,   0,   0,   1,   1
     104.639,     9,Finish(1),before,   2,   0,   0,   1,   1
     104.639,     9,Finish(1), after,   2,   0,   1,   0,   1
     105.162,     7,Finish(2),before,   1,   0,   1,   0,   1
     105.162,     7,Finish(2), after,   2,   0,   0,   0,   1
     198.490,    10,Finish(2),before,   1,   0,   0,   0,   1
     198.490,    10,Finish(2), after,   1,   0,   0,   0,   0
     219.936,     8,  Arrival,before,   0,   0,   0,   0,   0
     219.936,     8,  Arrival, after,   2,   0,   0,   1,   0
     237.985,    12,Finish(1),before,   1,   0,   0,   1,   0
     237.985,    12,Finish(1), after,   2,   0,   0,   0,   1
     245.553,    11,  Arrival,before,   1,   0,   0,   0,   1
     245.553,    11,  Arrival, after,   3,   0,   0,   1,   1
     270.637,    15,Finish(1),before,   2,   0,   0,   1,   1
     270.637,    15,Finish(1), after,   2,   0,   1,   0,   1
     288.143,    13,Finish(2),before,   1,   0,   1,   0,   1
     288.143,    13,Finish(2), after,   2,   0,   0,   0,   1
     291.670,    16,Finish(2),before,   1,   0,   0,   0,   1
     291.670,    16,Finish(2), after,   1,   0,   0,   0,   0
     515.557,    14,  Arrival,before,   0,   0,   0,   0,   0
     515.557,    14,  Arrival, after,   2,   0,   0,   1,   0
     546.560,    17,  Arrival,before,   1,   0,   0,   1,   0
