# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:00
# parameter: seed = 30
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      22.227,     3,Finish(1),before,   1,   0,   0,   1,   0
      22.227,     3,Finish(1), after,   2,   0,   0,   0,   1
      34.669,     4,Finish(2),before,   1,   0,   0,   0,   1
      34.669,     4,Finish(2), after,   1,   0,   0,   0,   0
     272.616,     2,  Arrival,before,   0,   0,   0,   0,   0
     272.616,     2,  Arrival, after,   2,   0,   0,   1,   0
     287.503,     5,  Arrival,before,   1,   0,   0,   1,   0
     287.503,     5,  Arrival, after,   2,   1,   0,   1,   0
     290.118,     6,Finish(1),before,   1,   1,   0,   1,   0
     290.118,     6,Finish(1), after,   3,   0,   0,   1,   1
     310.470,     9,Finish(1),before,   2,   0,   0,   1,   1
     310.470,     9,Finish(1), after,   2,   0,   1,   0,   1
     358.256,     8,Finish(2),before,   1,   0,   1,   0,   1
     358.256,     8,Finish(2), after,   2,   0,   0,   0,   1
     453.401,    10,Finish(2),before,   1,   0,   0,   0,   1
     453.401,    10,Finish(2), after,   1,   0,   0,   0,   0
     505.688,     7,  Arrival,before,   0,   0,   0,   0,   0
     505.688,     7,  Arrival, after,   2,   0,   0,   1,   0
     528.498,    12,Finish(1),before,   1,   0,   0,   1,   0
     528.498,    12,Finish(1), after,   2,   0,   0,   0,   1
     531.218,    13,Finish(2),before,   1,   0,   0,   0,   1
     531.218,    13,Finish(2), after,   1,   0,   0,   0,   0
     636.063,    11,  Arrival,before,   0,   0,   0,   0,   0
     636.063,    11,  Arrival, after,   2,   0,   0,   1,   0
     655.238,    15,Finish(1),before,   1,   0,   0,   1,   0
     655.238,    15,Finish(1), after,   2,   0,   0,   0,   1
     675.371,    14,  Arrival,before,   1,   0,   0,   0,   1
     675.371,    14,  Arrival, after,   3,   0,   0,   1,   1
     691.787,    17,  Arrival,before,   2,   0,   0,   1,   1
     691.787,    17,  Arrival, after,   3,   1,   0,   1,   1
     698.770,    18,Finish(1),before,   2,   1,   0,   1,   1
