# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:07
# parameter: seed = 78
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
id,arrival_time,start_service_times,start_service_times,completion_time
1,0.0,0.0,24.653462864706167,Inf
2,50.270625025799575,50.270625025799575,64.76117191868252,Inf
3,126.6269044293683,126.6269044293683,154.2690838699189,Inf
4,172.6686979807313,172.6686979807313,199.1821400340476,Inf
5,189.64701903949873,199.1821400340476,296.6962441272062,Inf
6,263.4700439172213,263.4700439172213,397.67489612855627,Inf
7,290.9172330808943,297.26686570385465,487.2431171159997,Inf
8,379.84106961272255,379.84106961272255,716.7599203053381,Inf
9,422.4319470137649,422.4319470137649,741.1550920622723,Inf
10,493.90753677282737,493.90753677282737,799.6049040115829,Inf
11,601.7725085059573,601.7725085059573,833.8715815397323,Inf
12,685.4231545553517,716.7599203053381,836.1241916317075,Inf
13,744.5283253386913,744.5283253386913,847.5031276640402,Inf
14,748.2610125170214,799.6049040115829,947.1003837396403,Inf
15,752.1019855420569,833.8715815397323,985.567625929548,Inf
16,784.5164104814266,857.4942588789023,986.1160687759802,Inf
17,852.5075393796793,883.1310869065724,997.1464714748881,Inf
18,880.4567924951532,947.1003837396403,1063.0787521897826,Inf
19,886.5227972891691,985.567625929548,1198.645277051687,Inf
20,946.2345822940272,1006.5254579247625,1216.271502317197,Inf
21,957.7817541947019,1023.7650791739632,1219.6741175804884,Inf
22,999.2422019709308,1063.0787521897826,1229.8145081187197,Inf
23,1052.7498478275288,1198.645277051687,1244.5032101651664,Inf
24,1061.7936522334146,1223.202316093983,1252.6797241848624,Inf
25,1078.445901078302,1252.6797241848624,1348.422874799437,Inf
26,1096.4450053968994,1276.8286378050718,1394.5716618106837,Inf
27,1169.3015420187041,1292.668199316975,1455.3389705219085,Inf
28,1184.5326383882737,1322.6940144083324,1514.5579425367314,Inf
29,1226.0477387963479,1348.422874799437,1600.947327291634,Inf
30,1228.969010423912,1394.5716618106837,1726.8990691130873,Inf
31,1270.709131561996,1455.3389705219085,1786.0008387895925,Inf
32,1284.4004159984881,1514.5579425367314,1827.6291086282565,Inf
33,1302.215066487878,1600.947327291634,1859.6612002836132,Inf
34,1340.0848718781065,1726.8990691130873,1862.3951948781855,Inf
35,1384.9621287456664,1786.0008387895925,1908.8153278397108,Inf
36,1444.328904820469,1827.6291086282565,2002.3037807716769,Inf
37,1460.758665159173,1859.6612002836132,2075.75688708404,Inf
38,1461.610138837072,1872.6845999019943,2146.187675130958,Inf
39,1474.3558864141887,1908.8153278397108,2288.8075919768794,Inf
40,1493.8506047623885,2002.3037807716769,2300.03837716124,Inf
41,1615.046608571838,2075.75688708404,2415.888355050623,Inf
