# file created by code in factory_simulation_2.jl
# file created on 2024-10-25 at 23:41:00
# parameter: seed = 29
# parameter: T = 100000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 7.18, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      13.114,     2,  Arrival,before,   1,   0,   0,   1,   0
      13.114,     2,  Arrival, after,   2,   1,   0,   1,   0
      33.547,     3,Finish(1),before,   1,   1,   0,   1,   0
      33.547,     3,Finish(1), after,   3,   0,   0,   1,   1
      55.130,     6,Finish(1),before,   2,   0,   0,   1,   1
      55.130,     6,Finish(1), after,   2,   0,   1,   0,   1
     122.446,     4,  Arrival,before,   1,   0,   1,   0,   1
     122.446,     4,  Arrival, after,   3,   0,   1,   1,   1
     154.087,     5,Finish(2),before,   2,   0,   1,   1,   1
     154.087,     5,Finish(2), after,   3,   0,   0,   1,   1
     158.036,     7,  Arrival,before,   2,   0,   0,   1,   1
     158.036,     7,  Arrival, after,   3,   1,   0,   1,   1
     159.140,     8,Finish(1),before,   2,   1,   0,   1,   1
     159.140,     8,Finish(1), after,   3,   0,   1,   1,   1
     187.049,    11,Finish(1),before,   2,   0,   1,   1,   1
     187.049,    11,Finish(1), after,   2,   0,   2,   0,   1
     277.600,     9,Finish(2),before,   1,   0,   2,   0,   1
     277.600,     9,Finish(2), after,   2,   0,   1,   0,   1
     300.547,    10,  Arrival,before,   1,   0,   1,   0,   1
     300.547,    10,  Arrival, after,   3,   0,   1,   1,   1
     325.825,    14,Finish(1),before,   2,   0,   1,   1,   1
     325.825,    14,Finish(1), after,   2,   0,   2,   0,   1
     359.800,    12,Finish(2),before,   1,   0,   2,   0,   1
     359.800,    12,Finish(2), after,   2,   0,   1,   0,   1
     361.022,    13,  Arrival,before,   1,   0,   1,   0,   1
     361.022,    13,  Arrival, after,   3,   0,   1,   1,   1
     374.031,    16,  Arrival,before,   2,   0,   1,   1,   1
     374.031,    16,  Arrival, after,   3,   1,   1,   1,   1
     386.023,    17,Finish(1),before,   2,   1,   1,   1,   1
     386.023,    17,Finish(1), after,   3,   0,   2,   1,   1
     397.541,    18,  Arrival,before,   2,   0,   2,   1,   1
